pokemon_key,pokemon_id,pokemon_name,form_name,type_1,type_2,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
duskull,355,duskull,duskull,ghost,,PokéAPI,https://pokeapi.co/api/v2/pokemon/duskull,355,2026-08-03 08:26:36.523413+00,0.2.0
dusclops,356,dusclops,dusclops,ghost,,PokéAPI,https://pokeapi.co/api/v2/pokemon/dusclops,356,2026-08-03 08:26:36.523413+00,0.2.0
tropius,357,tropius,tropius,grass,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/tropius,357,2026-08-03 08:26:36.523413+00,0.2.0
chimecho,358,chimecho,chimecho,psychic,,PokéAPI,https://pokeapi.co/api/v2/pokemon/chimecho,358,2026-08-03 08:26:36.523413+00,0.2.0
absol,359,absol,absol,dark,,PokéAPI,https://pokeapi.co/api/v2/pokemon/absol,359,2026-08-03 08:26:36.523413+00,0.2.0
wynaut,360,wynaut,wynaut,psychic,,PokéAPI,https://pokeapi.co/api/v2/pokemon/wynaut,360,2026-08-03 08:26:36.523413+00,0.2.0
snorunt,361,snorunt,snorunt,ice,,PokéAPI,https://pokeapi.co/api/v2/pokemon/snorunt,361,2026-08-03 08:26:36.523413+00,0.2.0
glalie,362,glalie,glalie,ice,,PokéAPI,https://pokeapi.co/api/v2/pokemon/glalie,362,2026-08-03 08:26:36.523413+00,0.2.0
spheal,363,spheal,spheal,ice,water,PokéAPI,https://pokeapi.co/api/v2/pokemon/spheal,363,2026-08-03 08:26:36.523413+00,0.2.0
sealeo,364,sealeo,sealeo,ice,water,PokéAPI,https://pokeapi.co/api/v2/pokemon/sealeo,364,2026-08-03 08:26:36.523413+00,0.2.0
walrein,365,walrein,walrein,ice,water,PokéAPI,https://pokeapi.co/api/v2/pokemon/walrein,365,2026-08-03 08:26:36.523413+00,0.2.0
clamperl,366,clamperl,clamperl,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/clamperl,366,2026-08-03 08:26:36.523413+00,0.2.0
huntail,367,huntail,huntail,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/huntail,367,2026-08-03 08:26:36.523413+00,0.2.0
gorebyss,368,gorebyss,gorebyss,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/gorebyss,368,2026-08-03 08:26:36.523413+00,0.2.0
relicanth,369,relicanth,relicanth,water,rock,PokéAPI,https://pokeapi.co/api/v2/pokemon/relicanth,369,2026-08-03 08:26:36.523413+00,0.2.0
luvdisc,370,luvdisc,luvdisc,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/luvdisc,370,2026-08-03 08:26:36.523413+00,0.2.0
bagon,371,bagon,bagon,dragon,,PokéAPI,https://pokeapi.co/api/v2/pokemon/bagon,371,2026-08-03 08:26:36.523413+00,0.2.0
shelgon,372,shelgon,shelgon,dragon,,PokéAPI,https://pokeapi.co/api/v2/pokemon/shelgon,372,2026-08-03 08:26:36.523413+00,0.2.0
salamence,373,salamence,salamence,dragon,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/salamence,373,2026-08-03 08:26:36.523413+00,0.2.0
beldum,374,beldum,beldum,steel,psychic,PokéAPI,https://pokeapi.co/api/v2/pokemon/beldum,374,2026-08-03 08:26:36.523413+00,0.2.0
metang,375,metang,metang,steel,psychic,PokéAPI,https://pokeapi.co/api/v2/pokemon/metang,375,2026-08-03 08:26:36.523413+00,0.2.0
metagross,376,metagross,metagross,steel,psychic,PokéAPI,https://pokeapi.co/api/v2/pokemon/metagross,376,2026-08-03 08:26:36.523413+00,0.2.0
regirock,377,regirock,regirock,rock,,PokéAPI,https://pokeapi.co/api/v2/pokemon/regirock,377,2026-08-03 08:26:36.523413+00,0.2.0
regice,378,regice,regice,ice,,PokéAPI,https://pokeapi.co/api/v2/pokemon/regice,378,2026-08-03 08:26:36.523413+00,0.2.0
registeel,379,registeel,registeel,steel,,PokéAPI,https://pokeapi.co/api/v2/pokemon/registeel,379,2026-08-03 08:26:36.523413+00,0.2.0
latias,380,latias,latias,dragon,psychic,PokéAPI,https://pokeapi.co/api/v2/pokemon/latias,380,2026-08-03 08:26:36.523413+00,0.2.0
latios,381,latios,latios,dragon,psychic,PokéAPI,https://pokeapi.co/api/v2/pokemon/latios,381,2026-08-03 08:26:36.523413+00,0.2.0
kyogre,382,kyogre,kyogre,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/kyogre,382,2026-08-03 08:26:36.523413+00,0.2.0
groudon,383,groudon,groudon,ground,,PokéAPI,https://pokeapi.co/api/v2/pokemon/groudon,383,2026-08-03 08:26:36.523413+00,0.2.0
rayquaza,384,rayquaza,rayquaza,dragon,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/rayquaza,384,2026-08-03 08:26:36.523413+00,0.2.0
jirachi,385,jirachi,jirachi,steel,psychic,PokéAPI,https://pokeapi.co/api/v2/pokemon/jirachi,385,2026-08-03 08:26:36.523413+00,0.2.0
deoxys-normal,386,deoxys,deoxys-normal,psychic,,PokéAPI,https://pokeapi.co/api/v2/pokemon/deoxys-normal,386,2026-08-03 08:26:36.523413+00,0.2.0
turtwig,387,turtwig,turtwig,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/turtwig,387,2026-08-03 08:26:36.523413+00,0.2.0
grotle,388,grotle,grotle,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/grotle,388,2026-08-03 08:26:36.523413+00,0.2.0
torterra,389,torterra,torterra,grass,ground,PokéAPI,https://pokeapi.co/api/v2/pokemon/torterra,389,2026-08-03 08:26:36.523413+00,0.2.0
chimchar,390,chimchar,chimchar,fire,,PokéAPI,https://pokeapi.co/api/v2/pokemon/chimchar,390,2026-08-03 08:26:36.523413+00,0.2.0
monferno,391,monferno,monferno,fire,fighting,PokéAPI,https://pokeapi.co/api/v2/pokemon/monferno,391,2026-08-03 08:26:36.523413+00,0.2.0
infernape,392,infernape,infernape,fire,fighting,PokéAPI,https://pokeapi.co/api/v2/pokemon/infernape,392,2026-08-03 08:26:36.523413+00,0.2.0
piplup,393,piplup,piplup,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/piplup,393,2026-08-03 08:26:36.523413+00,0.2.0
prinplup,394,prinplup,prinplup,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/prinplup,394,2026-08-03 08:26:36.523413+00,0.2.0
empoleon,395,empoleon,empoleon,water,steel,PokéAPI,https://pokeapi.co/api/v2/pokemon/empoleon,395,2026-08-03 08:26:36.523413+00,0.2.0
starly,396,starly,starly,normal,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/starly,396,2026-08-03 08:26:36.523413+00,0.2.0
staravia,397,staravia,staravia,normal,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/staravia,397,2026-08-03 08:26:36.523413+00,0.2.0
staraptor,398,staraptor,staraptor,normal,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/staraptor,398,2026-08-03 08:26:36.523413+00,0.2.0
bidoof,399,bidoof,bidoof,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/bidoof,399,2026-08-03 08:26:36.523413+00,0.2.0
bibarel,400,bibarel,bibarel,normal,water,PokéAPI,https://pokeapi.co/api/v2/pokemon/bibarel,400,2026-08-03 08:26:36.523413+00,0.2.0
kricketot,401,kricketot,kricketot,bug,,PokéAPI,https://pokeapi.co/api/v2/pokemon/kricketot,401,2026-08-03 08:26:36.523413+00,0.2.0
kricketune,402,kricketune,kricketune,bug,,PokéAPI,https://pokeapi.co/api/v2/pokemon/kricketune,402,2026-08-03 08:26:36.523413+00,0.2.0
shinx,403,shinx,shinx,electric,,PokéAPI,https://pokeapi.co/api/v2/pokemon/shinx,403,2026-08-03 08:26:36.523413+00,0.2.0
luxio,404,luxio,luxio,electric,,PokéAPI,https://pokeapi.co/api/v2/pokemon/luxio,404,2026-08-03 08:26:36.523413+00,0.2.0
luxray,405,luxray,luxray,electric,,PokéAPI,https://pokeapi.co/api/v2/pokemon/luxray,405,2026-08-03 08:26:36.523413+00,0.2.0
budew,406,budew,budew,grass,poison,PokéAPI,https://pokeapi.co/api/v2/pokemon/budew,406,2026-08-03 08:26:36.523413+00,0.2.0
roserade,407,roserade,roserade,grass,poison,PokéAPI,https://pokeapi.co/api/v2/pokemon/roserade,407,2026-08-03 08:26:36.523413+00,0.2.0
cranidos,408,cranidos,cranidos,rock,,PokéAPI,https://pokeapi.co/api/v2/pokemon/cranidos,408,2026-08-03 08:26:36.523413+00,0.2.0
rampardos,409,rampardos,rampardos,rock,,PokéAPI,https://pokeapi.co/api/v2/pokemon/rampardos,409,2026-08-03 08:26:36.523413+00,0.2.0
shieldon,410,shieldon,shieldon,rock,steel,PokéAPI,https://pokeapi.co/api/v2/pokemon/shieldon,410,2026-08-03 08:26:36.523413+00,0.2.0
bastiodon,411,bastiodon,bastiodon,rock,steel,PokéAPI,https://pokeapi.co/api/v2/pokemon/bastiodon,411,2026-08-03 08:26:36.523413+00,0.2.0
burmy,412,burmy,burmy,bug,,PokéAPI,https://pokeapi.co/api/v2/pokemon/burmy,412,2026-08-03 08:26:36.523413+00,0.2.0
wormadam-plant,413,wormadam,wormadam-plant,bug,grass,PokéAPI,https://pokeapi.co/api/v2/pokemon/wormadam-plant,413,2026-08-03 08:26:36.523413+00,0.2.0
mothim,414,mothim,mothim,bug,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/mothim,414,2026-08-03 08:26:36.523413+00,0.2.0
combee,415,combee,combee,bug,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/combee,415,2026-08-03 08:26:36.523413+00,0.2.0
vespiquen,416,vespiquen,vespiquen,bug,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/vespiquen,416,2026-08-03 08:26:36.523413+00,0.2.0
pachirisu,417,pachirisu,pachirisu,electric,,PokéAPI,https://pokeapi.co/api/v2/pokemon/pachirisu,417,2026-08-03 08:26:36.523413+00,0.2.0
buizel,418,buizel,buizel,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/buizel,418,2026-08-03 08:26:36.523413+00,0.2.0
floatzel,419,floatzel,floatzel,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/floatzel,419,2026-08-03 08:26:36.523413+00,0.2.0
cherubi,420,cherubi,cherubi,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/cherubi,420,2026-08-03 08:26:36.523413+00,0.2.0
cherrim,421,cherrim,cherrim,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/cherrim,421,2026-08-03 08:26:36.523413+00,0.2.0
shellos,422,shellos,shellos,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/shellos,422,2026-08-03 08:26:36.523413+00,0.2.0
gastrodon,423,gastrodon,gastrodon,water,ground,PokéAPI,https://pokeapi.co/api/v2/pokemon/gastrodon,423,2026-08-03 08:26:36.523413+00,0.2.0
ambipom,424,ambipom,ambipom,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/ambipom,424,2026-08-03 08:26:36.523413+00,0.2.0
drifloon,425,drifloon,drifloon,ghost,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/drifloon,425,2026-08-03 08:26:36.523413+00,0.2.0
drifblim,426,drifblim,drifblim,ghost,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/drifblim,426,2026-08-03 08:26:36.523413+00,0.2.0
buneary,427,buneary,buneary,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/buneary,427,2026-08-03 08:26:36.523413+00,0.2.0
lopunny,428,lopunny,lopunny,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/lopunny,428,2026-08-03 08:26:36.523413+00,0.2.0
mismagius,429,mismagius,mismagius,ghost,,PokéAPI,https://pokeapi.co/api/v2/pokemon/mismagius,429,2026-08-03 08:26:36.523413+00,0.2.0
honchkrow,430,honchkrow,honchkrow,dark,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/honchkrow,430,2026-08-03 08:26:36.523413+00,0.2.0
glameow,431,glameow,glameow,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/glameow,431,2026-08-03 08:26:36.523413+00,0.2.0
purugly,432,purugly,purugly,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/purugly,432,2026-08-03 08:26:36.523413+00,0.2.0
chingling,433,chingling,chingling,psychic,,PokéAPI,https://pokeapi.co/api/v2/pokemon/chingling,433,2026-08-03 08:26:36.523413+00,0.2.0
stunky,434,stunky,stunky,poison,dark,PokéAPI,https://pokeapi.co/api/v2/pokemon/stunky,434,2026-08-03 08:26:36.523413+00,0.2.0
skuntank,435,skuntank,skuntank,poison,dark,PokéAPI,https://pokeapi.co/api/v2/pokemon/skuntank,435,2026-08-03 08:26:36.523413+00,0.2.0
bronzor,436,bronzor,bronzor,steel,psychic,PokéAPI,https://pokeapi.co/api/v2/pokemon/bronzor,436,2026-08-03 08:26:36.523413+00,0.2.0
bronzong,437,bronzong,bronzong,steel,psychic,PokéAPI,https://pokeapi.co/api/v2/pokemon/bronzong,437,2026-08-03 08:26:36.523413+00,0.2.0
bonsly,438,bonsly,bonsly,rock,,PokéAPI,https://pokeapi.co/api/v2/pokemon/bonsly,438,2026-08-03 08:26:36.523413+00,0.2.0
mime-jr,439,mime-jr,mime-jr,psychic,fairy,PokéAPI,https://pokeapi.co/api/v2/pokemon/mime-jr,439,2026-08-03 08:26:36.523413+00,0.2.0
happiny,440,happiny,happiny,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/happiny,440,2026-08-03 08:26:36.523413+00,0.2.0
chatot,441,chatot,chatot,normal,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/chatot,441,2026-08-03 08:26:36.523413+00,0.2.0
spiritomb,442,spiritomb,spiritomb,ghost,dark,PokéAPI,https://pokeapi.co/api/v2/pokemon/spiritomb,442,2026-08-03 08:26:36.523413+00,0.2.0
gible,443,gible,gible,dragon,ground,PokéAPI,https://pokeapi.co/api/v2/pokemon/gible,443,2026-08-03 08:26:36.523413+00,0.2.0
gabite,444,gabite,gabite,dragon,ground,PokéAPI,https://pokeapi.co/api/v2/pokemon/gabite,444,2026-08-03 08:26:36.523413+00,0.2.0
garchomp,445,garchomp,garchomp,dragon,ground,PokéAPI,https://pokeapi.co/api/v2/pokemon/garchomp,445,2026-08-03 08:26:36.523413+00,0.2.0
munchlax,446,munchlax,munchlax,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/munchlax,446,2026-08-03 08:26:36.523413+00,0.2.0
riolu,447,riolu,riolu,fighting,,PokéAPI,https://pokeapi.co/api/v2/pokemon/riolu,447,2026-08-03 08:26:36.523413+00,0.2.0
lucario,448,lucario,lucario,fighting,steel,PokéAPI,https://pokeapi.co/api/v2/pokemon/lucario,448,2026-08-03 08:26:36.523413+00,0.2.0
hippopotas,449,hippopotas,hippopotas,ground,,PokéAPI,https://pokeapi.co/api/v2/pokemon/hippopotas,449,2026-08-03 08:26:36.523413+00,0.2.0
hippowdon,450,hippowdon,hippowdon,ground,,PokéAPI,https://pokeapi.co/api/v2/pokemon/hippowdon,450,2026-08-03 08:26:36.523413+00,0.2.0
skorupi,451,skorupi,skorupi,poison,bug,PokéAPI,https://pokeapi.co/api/v2/pokemon/skorupi,451,2026-08-03 08:26:36.523413+00,0.2.0
drapion,452,drapion,drapion,poison,dark,PokéAPI,https://pokeapi.co/api/v2/pokemon/drapion,452,2026-08-03 08:26:36.523413+00,0.2.0
croagunk,453,croagunk,croagunk,poison,fighting,PokéAPI,https://pokeapi.co/api/v2/pokemon/croagunk,453,2026-08-03 08:26:36.523413+00,0.2.0
toxicroak,454,toxicroak,toxicroak,poison,fighting,PokéAPI,https://pokeapi.co/api/v2/pokemon/toxicroak,454,2026-08-03 08:26:36.523413+00,0.2.0
carnivine,455,carnivine,carnivine,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/carnivine,455,2026-08-03 08:26:36.523413+00,0.2.0
finneon,456,finneon,finneon,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/finneon,456,2026-08-03 08:26:36.523413+00,0.2.0
lumineon,457,lumineon,lumineon,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/lumineon,457,2026-08-03 08:26:36.523413+00,0.2.0
mantyke,458,mantyke,mantyke,water,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/mantyke,458,2026-08-03 08:26:36.523413+00,0.2.0
snover,459,snover,snover,grass,ice,PokéAPI,https://pokeapi.co/api/v2/pokemon/snover,459,2026-08-03 08:26:36.523413+00,0.2.0
abomasnow,460,abomasnow,abomasnow,grass,ice,PokéAPI,https://pokeapi.co/api/v2/pokemon/abomasnow,460,2026-08-03 08:26:36.523413+00,0.2.0
weavile,461,weavile,weavile,dark,ice,PokéAPI,https://pokeapi.co/api/v2/pokemon/weavile,461,2026-08-03 08:26:36.523413+00,0.2.0
magnezone,462,magnezone,magnezone,electric,steel,PokéAPI,https://pokeapi.co/api/v2/pokemon/magnezone,462,2026-08-03 08:26:36.523413+00,0.2.0
lickilicky,463,lickilicky,lickilicky,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/lickilicky,463,2026-08-03 08:26:36.523413+00,0.2.0
rhyperior,464,rhyperior,rhyperior,ground,rock,PokéAPI,https://pokeapi.co/api/v2/pokemon/rhyperior,464,2026-08-03 08:26:36.523413+00,0.2.0
tangrowth,465,tangrowth,tangrowth,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/tangrowth,465,2026-08-03 08:26:36.523413+00,0.2.0
electivire,466,electivire,electivire,electric,,PokéAPI,https://pokeapi.co/api/v2/pokemon/electivire,466,2026-08-03 08:26:36.523413+00,0.2.0
magmortar,467,magmortar,magmortar,fire,,PokéAPI,https://pokeapi.co/api/v2/pokemon/magmortar,467,2026-08-03 08:26:36.523413+00,0.2.0
togekiss,468,togekiss,togekiss,fairy,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/togekiss,468,2026-08-03 08:26:36.523413+00,0.2.0
yanmega,469,yanmega,yanmega,bug,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/yanmega,469,2026-08-03 08:26:36.523413+00,0.2.0
leafeon,470,leafeon,leafeon,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/leafeon,470,2026-08-03 08:26:36.523413+00,0.2.0
glaceon,471,glaceon,glaceon,ice,,PokéAPI,https://pokeapi.co/api/v2/pokemon/glaceon,471,2026-08-03 08:26:36.523413+00,0.2.0
gliscor,472,gliscor,gliscor,ground,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/gliscor,472,2026-08-03 08:26:36.523413+00,0.2.0
mamoswine,473,mamoswine,mamoswine,ice,ground,PokéAPI,https://pokeapi.co/api/v2/pokemon/mamoswine,473,2026-08-03 08:26:36.523413+00,0.2.0
porygon-z,474,porygon-z,porygon-z,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/porygon-z,474,2026-08-03 08:26:36.523413+00,0.2.0
gallade,475,gallade,gallade,psychic,fighting,PokéAPI,https://pokeapi.co/api/v2/pokemon/gallade,475,2026-08-03 08:26:36.523413+00,0.2.0
probopass,476,probopass,probopass,rock,steel,PokéAPI,https://pokeapi.co/api/v2/pokemon/probopass,476,2026-08-03 08:26:36.523413+00,0.2.0
dusknoir,477,dusknoir,dusknoir,ghost,,PokéAPI,https://pokeapi.co/api/v2/pokemon/dusknoir,477,2026-08-03 08:26:36.523413+00,0.2.0
froslass,478,froslass,froslass,ice,ghost,PokéAPI,https://pokeapi.co/api/v2/pokemon/froslass,478,2026-08-03 08:26:36.523413+00,0.2.0
rotom,479,rotom,rotom,electric,ghost,PokéAPI,https://pokeapi.co/api/v2/pokemon/rotom,479,2026-08-03 08:26:36.523413+00,0.2.0
uxie,480,uxie,uxie,psychic,,PokéAPI,https://pokeapi.co/api/v2/pokemon/uxie,480,2026-08-03 08:26:36.523413+00,0.2.0
mesprit,481,mesprit,mesprit,psychic,,PokéAPI,https://pokeapi.co/api/v2/pokemon/mesprit,481,2026-08-03 08:26:36.523413+00,0.2.0
azelf,482,azelf,azelf,psychic,,PokéAPI,https://pokeapi.co/api/v2/pokemon/azelf,482,2026-08-03 08:26:36.523413+00,0.2.0
dialga,483,dialga,dialga,steel,dragon,PokéAPI,https://pokeapi.co/api/v2/pokemon/dialga,483,2026-08-03 08:26:36.523413+00,0.2.0
palkia,484,palkia,palkia,water,dragon,PokéAPI,https://pokeapi.co/api/v2/pokemon/palkia,484,2026-08-03 08:26:36.523413+00,0.2.0
heatran,485,heatran,heatran,fire,steel,PokéAPI,https://pokeapi.co/api/v2/pokemon/heatran,485,2026-08-03 08:26:36.523413+00,0.2.0
regigigas,486,regigigas,regigigas,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/regigigas,486,2026-08-03 08:26:36.523413+00,0.2.0
giratina-altered,487,giratina,giratina-altered,ghost,dragon,PokéAPI,https://pokeapi.co/api/v2/pokemon/giratina-altered,487,2026-08-03 08:26:36.523413+00,0.2.0
cresselia,488,cresselia,cresselia,psychic,,PokéAPI,https://pokeapi.co/api/v2/pokemon/cresselia,488,2026-08-03 08:26:36.523413+00,0.2.0
phione,489,phione,phione,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/phione,489,2026-08-03 08:26:36.523413+00,0.2.0
manaphy,490,manaphy,manaphy,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/manaphy,490,2026-08-03 08:26:36.523413+00,0.2.0
darkrai,491,darkrai,darkrai,dark,,PokéAPI,https://pokeapi.co/api/v2/pokemon/darkrai,491,2026-08-03 08:26:36.523413+00,0.2.0
shaymin-land,492,shaymin,shaymin-land,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/shaymin-land,492,2026-08-03 08:26:36.523413+00,0.2.0
arceus,493,arceus,arceus,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/arceus,493,2026-08-03 08:26:36.523413+00,0.2.0
victini,494,victini,victini,psychic,fire,PokéAPI,https://pokeapi.co/api/v2/pokemon/victini,494,2026-08-03 08:26:36.523413+00,0.2.0
snivy,495,snivy,snivy,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/snivy,495,2026-08-03 08:26:36.523413+00,0.2.0
servine,496,servine,servine,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/servine,496,2026-08-03 08:26:36.523413+00,0.2.0
serperior,497,serperior,serperior,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/serperior,497,2026-08-03 08:26:36.523413+00,0.2.0
tepig,498,tepig,tepig,fire,,PokéAPI,https://pokeapi.co/api/v2/pokemon/tepig,498,2026-08-03 08:26:36.523413+00,0.2.0
pignite,499,pignite,pignite,fire,fighting,PokéAPI,https://pokeapi.co/api/v2/pokemon/pignite,499,2026-08-03 08:26:36.523413+00,0.2.0
emboar,500,emboar,emboar,fire,fighting,PokéAPI,https://pokeapi.co/api/v2/pokemon/emboar,500,2026-08-03 08:26:36.523413+00,0.2.0
oshawott,501,oshawott,oshawott,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/oshawott,501,2026-08-03 08:26:36.523413+00,0.2.0
dewott,502,dewott,dewott,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/dewott,502,2026-08-03 08:26:36.523413+00,0.2.0
samurott,503,samurott,samurott,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/samurott,503,2026-08-03 08:26:36.523413+00,0.2.0
patrat,504,patrat,patrat,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/patrat,504,2026-08-03 08:26:36.523413+00,0.2.0
watchog,505,watchog,watchog,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/watchog,505,2026-08-03 08:26:36.523413+00,0.2.0
lillipup,506,lillipup,lillipup,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/lillipup,506,2026-08-03 08:26:36.523413+00,0.2.0
herdier,507,herdier,herdier,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/herdier,507,2026-08-03 08:26:36.523413+00,0.2.0
stoutland,508,stoutland,stoutland,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/stoutland,508,2026-08-03 08:26:36.523413+00,0.2.0
purrloin,509,purrloin,purrloin,dark,,PokéAPI,https://pokeapi.co/api/v2/pokemon/purrloin,509,2026-08-03 08:26:36.523413+00,0.2.0
liepard,510,liepard,liepard,dark,,PokéAPI,https://pokeapi.co/api/v2/pokemon/liepard,510,2026-08-03 08:26:36.523413+00,0.2.0
pansage,511,pansage,pansage,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/pansage,511,2026-08-03 08:26:36.523413+00,0.2.0
simisage,512,simisage,simisage,grass,,PokéAPI,https://pokeapi.co/api/v2/pokemon/simisage,512,2026-08-03 08:26:36.523413+00,0.2.0
pansear,513,pansear,pansear,fire,,PokéAPI,https://pokeapi.co/api/v2/pokemon/pansear,513,2026-08-03 08:26:36.523413+00,0.2.0
simisear,514,simisear,simisear,fire,,PokéAPI,https://pokeapi.co/api/v2/pokemon/simisear,514,2026-08-03 08:26:36.523413+00,0.2.0
panpour,515,panpour,panpour,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/panpour,515,2026-08-03 08:26:36.523413+00,0.2.0
simipour,516,simipour,simipour,water,,PokéAPI,https://pokeapi.co/api/v2/pokemon/simipour,516,2026-08-03 08:26:36.523413+00,0.2.0
munna,517,munna,munna,psychic,,PokéAPI,https://pokeapi.co/api/v2/pokemon/munna,517,2026-08-03 08:26:36.523413+00,0.2.0
musharna,518,musharna,musharna,psychic,,PokéAPI,https://pokeapi.co/api/v2/pokemon/musharna,518,2026-08-03 08:26:36.523413+00,0.2.0
pidove,519,pidove,pidove,normal,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/pidove,519,2026-08-03 08:26:36.523413+00,0.2.0
tranquill,520,tranquill,tranquill,normal,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/tranquill,520,2026-08-03 08:26:36.523413+00,0.2.0
unfezant,521,unfezant,unfezant,normal,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/unfezant,521,2026-08-03 08:26:36.523413+00,0.2.0
blitzle,522,blitzle,blitzle,electric,,PokéAPI,https://pokeapi.co/api/v2/pokemon/blitzle,522,2026-08-03 08:26:36.523413+00,0.2.0
zebstrika,523,zebstrika,zebstrika,electric,,PokéAPI,https://pokeapi.co/api/v2/pokemon/zebstrika,523,2026-08-03 08:26:36.523413+00,0.2.0
roggenrola,524,roggenrola,roggenrola,rock,,PokéAPI,https://pokeapi.co/api/v2/pokemon/roggenrola,524,2026-08-03 08:26:36.523413+00,0.2.0
boldore,525,boldore,boldore,rock,,PokéAPI,https://pokeapi.co/api/v2/pokemon/boldore,525,2026-08-03 08:26:36.523413+00,0.2.0
gigalith,526,gigalith,gigalith,rock,,PokéAPI,https://pokeapi.co/api/v2/pokemon/gigalith,526,2026-08-03 08:26:36.523413+00,0.2.0
woobat,527,woobat,woobat,psychic,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/woobat,527,2026-08-03 08:26:36.523413+00,0.2.0
swoobat,528,swoobat,swoobat,psychic,flying,PokéAPI,https://pokeapi.co/api/v2/pokemon/swoobat,528,2026-08-03 08:26:36.523413+00,0.2.0
drilbur,529,drilbur,drilbur,ground,,PokéAPI,https://pokeapi.co/api/v2/pokemon/drilbur,529,2026-08-03 08:26:36.523413+00,0.2.0
excadrill,530,excadrill,excadrill,ground,steel,PokéAPI,https://pokeapi.co/api/v2/pokemon/excadrill,530,2026-08-03 08:26:36.523413+00,0.2.0
audino,531,audino,audino,normal,,PokéAPI,https://pokeapi.co/api/v2/pokemon/audino,531,2026-08-03 08:26:36.523413+00,0.2.0
