team_list_member_id,team_list_id,pokemon_key,pokemon_id,slot_number,item_name,ability,nature,moves,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
6506:3,6506,talonflame,663,3,Sharp Beak,Gale Wings,Jolly,Brave Bird|Flare Blitz|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6506,434:6506:199:3,2026-08-03 08:41:23.658111+00,0.2.0
6506:4,6506,basculegion-male,902,4,Mystic Water,Adaptability,Adamant,Wave Crash|Aqua Jet|Last Respects|Protect,Limitless VGC,https://limitlessvgc.com/teams/6506,434:6506:199:4,2026-08-03 08:41:23.658111+00,0.2.0
6506:6,6506,maushold-family-of-four,925,6,Focus Sash,Friend Guard,Timid,Super Fang|Follow Me|Helping Hand|Protect,Limitless VGC,https://limitlessvgc.com/teams/6506,434:6506:199:6,2026-08-03 08:41:23.658111+00,0.2.0
6507:3,6507,aegislash-shield,681,3,Focus Sash,Stance Change,Adamant,Wide Guard|Poltergeist|Shadow Sneak|Iron Head,Limitless VGC,https://limitlessvgc.com/teams/6507,434:6507:1393:3,2026-08-03 08:41:23.658111+00,0.2.0
6507:4,6507,garchomp,445,4,Choice Scarf,Rough Skin,Adamant,Earthquake|Stomping Tantrum|Rock Slide|Dragon Claw,Limitless VGC,https://limitlessvgc.com/teams/6507,434:6507:1393:4,2026-08-03 08:41:23.658111+00,0.2.0
6507:6,6507,incineroar,727,6,Sitrus Berry,Intimidate,Careful,Fake Out|Flare Blitz|Throat Chop|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6507,434:6507:1393:6,2026-08-03 08:41:23.658111+00,0.2.0
6508:5,6508,incineroar,727,5,Sitrus Berry,Intimidate,Impish,Fake Out|Throat Chop|Flare Blitz|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6508,434:6508:1234:5,2026-08-03 08:41:23.658111+00,0.2.0
6509:1,6509,archaludon,1018,1,Leftovers,Stamina,Modest,Dragon Pulse|Flash Cannon|Electro Shot|Protect,Limitless VGC,https://limitlessvgc.com/teams/6509,434:6509:2159:1,2026-08-03 08:41:23.658111+00,0.2.0
6510:1,6510,basculegion-male,902,1,Focus Sash,Adaptability,Adamant,Liquidation|Last Respects|Aqua Jet|Protect,Limitless VGC,https://limitlessvgc.com/teams/6510,434:6510:3996:1,2026-08-03 08:41:23.658111+00,0.2.0
6511:5,6511,incineroar,727,5,Sitrus Berry,Intimidate,Careful,Fake Out|Throat Chop|Helping Hand|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6511,434:6511:1438:5,2026-08-03 08:41:23.658111+00,0.2.0
6512:3,6512,sylveon,700,3,Fairy Feather,Pixilate,Modest,Quick Attack|Hyper Beam|Detect|Hyper Voice,Limitless VGC,https://limitlessvgc.com/teams/6512,434:6512:3928:3,2026-08-03 08:41:23.658111+00,0.2.0
6512:4,6512,farigiraf,981,4,Twisted Spoon,Armor Tail,Modest,Helping Hand|Trick Room|Twin Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6512,434:6512:3928:4,2026-08-03 08:41:23.658111+00,0.2.0
6512:6,6512,basculegion-male,902,6,Focus Sash,Adaptability,Adamant,Protect|Liquidation|Aqua Jet|Last Respects,Limitless VGC,https://limitlessvgc.com/teams/6512,434:6512:3928:6,2026-08-03 08:41:23.658111+00,0.2.0
6513:3,6513,incineroar,727,3,Charcoal,Intimidate,Adamant,Darkest Lariat|Flare Blitz|Parting Shot|Fake Out,Limitless VGC,https://limitlessvgc.com/teams/6513,434:6513:4444:3,2026-08-03 08:41:23.658111+00,0.2.0
6513:4,6513,aegislash-shield,681,4,Spell Tag,Stance Change,Adamant,Poltergeist|Iron Head|King’s Shield|Shadow Sneak,Limitless VGC,https://limitlessvgc.com/teams/6513,434:6513:4444:4,2026-08-03 08:41:23.658111+00,0.2.0
6514:2,6514,farigiraf,981,2,Sitrus Berry,Armor Tail,Modest,Psychic|Helping Hand|Trick Room|Protect,Limitless VGC,https://limitlessvgc.com/teams/6514,434:6514:4889:2,2026-08-03 08:41:23.658111+00,0.2.0
6515:5,6515,archaludon,1018,5,Chople Berry,Stamina,Modest,Dragon Pulse|Electro Shot|Aura Sphere|Protect,Limitless VGC,https://limitlessvgc.com/teams/6515,434:6515:4890:5,2026-08-03 08:41:23.658111+00,0.2.0
6516:2,6516,corviknight,823,2,Sitrus Berry,Mirror Armor,Impish,Brave Bird|Bulk Up|Tailwind|Roost,Limitless VGC,https://limitlessvgc.com/teams/6516,434:6516:4891:2,2026-08-03 08:41:23.658111+00,0.2.0
6517:5,6517,kingambit,983,5,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Iron Head|Protect,Limitless VGC,https://limitlessvgc.com/teams/6517,434:6517:4892:5,2026-08-03 08:41:23.658111+00,0.2.0
6518:5,6518,incineroar,727,5,Chople Berry,Intimidate,Jolly,Throat Chop|Snarl|Parting Shot|Fake Out,Limitless VGC,https://limitlessvgc.com/teams/6518,434:6518:3917:5,2026-08-03 08:41:23.658111+00,0.2.0
6519:2,6519,garchomp,445,2,Choice Scarf,Sand Veil,Adamant,Earthquake|Dragon Claw|Rock Slide|Stomping Tantrum,Limitless VGC,https://limitlessvgc.com/teams/6519,434:6519:188:2,2026-08-03 08:41:23.658111+00,0.2.0
6520:4,6520,whimsicott,547,4,Fairy Feather,Prankster,Bold,Moonblast|Encore|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6520,434:6520:1925:4,2026-08-03 08:41:23.658111+00,0.2.0
6520:6,6520,kingambit,983,6,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Low Kick|Protect,Limitless VGC,https://limitlessvgc.com/teams/6520,434:6520:1925:6,2026-08-03 08:41:23.658111+00,0.2.0
6521:5,6521,kingambit,983,5,Chople Berry,Defiant,Adamant,Iron Head|Kowtow Cleave|Low Kick|Sucker Punch,Limitless VGC,https://limitlessvgc.com/teams/6521,434:6521:3300:5,2026-08-03 08:41:23.658111+00,0.2.0
6522:2,6522,kingambit,983,2,Chople Berry,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Low Kick|Protect,Limitless VGC,https://limitlessvgc.com/teams/6522,434:6522:4080:2,2026-08-03 08:41:23.658111+00,0.2.0
6523:2,6523,aerodactyl,142,2,Focus Sash,Unnerve,Jolly,Rock Slide|Dual Wingbeat|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6523,434:6523:4893:2,2026-08-03 08:41:23.658111+00,0.2.0
6524:3,6524,kingambit,983,3,Chople Berry,Defiant,Adamant,Kowtow Cleave|Low Kick|Sucker Punch|Protect,Limitless VGC,https://limitlessvgc.com/teams/6524,434:6524:2154:3,2026-08-03 08:41:23.658111+00,0.2.0
6524:4,6524,basculegion-male,902,4,Focus Sash,Adaptability,Adamant,Liquidation|Last Respects|Aqua Jet|Protect,Limitless VGC,https://limitlessvgc.com/teams/6524,434:6524:2154:4,2026-08-03 08:41:23.658111+00,0.2.0
6525:1,6525,sylveon,700,1,Fairy Feather,Pixilate,Modest,Hyper Beam|Hyper Voice|Quick Attack|Detect,Limitless VGC,https://limitlessvgc.com/teams/6525,434:6525:1786:1,2026-08-03 08:41:23.658111+00,0.2.0
6526:5,6526,kingambit,983,5,Chople Berry,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Low Kick|Protect,Limitless VGC,https://limitlessvgc.com/teams/6526,434:6526:2121:5,2026-08-03 08:41:23.658111+00,0.2.0
6527:4,6527,kingambit,983,4,Black Glasses,Defiant,Adamant,Protect|Kowtow Cleave|Sucker Punch|Swords Dance,Limitless VGC,https://limitlessvgc.com/teams/6527,434:6527:1905:4,2026-08-03 08:41:23.658111+00,0.2.0
6527:6,6527,incineroar,727,6,Sitrus Berry,Intimidate,Careful,Flare Blitz|Darkest Lariat|Fake Out|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6527,434:6527:1905:6,2026-08-03 08:41:23.658111+00,0.2.0
6528:2,6528,ninetales-alola,38,2,Focus Sash,Snow Warning,Timid,Blizzard|Protect|Freeze-Dry|Encore,Limitless VGC,https://limitlessvgc.com/teams/6528,434:6528:1977:2,2026-08-03 08:41:23.658111+00,0.2.0
6529:1,6529,azumarill,184,1,Sitrus Berry,Huge Power,Jolly,Protect|Belly Drum|Play Rough|Aqua Jet,Limitless VGC,https://limitlessvgc.com/teams/6529,434:6529:154:1,2026-08-03 08:41:23.658111+00,0.2.0
6530:3,6530,archaludon,1018,3,Leftovers,Stamina,Modest,Dragon Pulse|Flash Cannon|Electro Shot|Protect,Limitless VGC,https://limitlessvgc.com/teams/6530,434:6530:3273:3,2026-08-03 08:41:23.658111+00,0.2.0
6530:4,6530,maushold-family-of-four,925,4,Focus Sash,Friend Guard,Jolly,Super Fang|Follow Me|Rain Dance|Protect,Limitless VGC,https://limitlessvgc.com/teams/6530,434:6530:3273:4,2026-08-03 08:41:23.658111+00,0.2.0
6530:6,6530,basculegion-male,902,6,Choice Scarf,Adaptability,Jolly,Wave Crash|Last Respects|Aqua Jet|Flip Turn,Limitless VGC,https://limitlessvgc.com/teams/6530,434:6530:3273:6,2026-08-03 08:41:23.658111+00,0.2.0
6531:2,6531,kingambit,983,2,Black Glasses,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Swords Dance|Protect,Limitless VGC,https://limitlessvgc.com/teams/6531,434:6531:1480:2,2026-08-03 08:41:23.658111+00,0.2.0
6532:3,6532,sneasler,903,3,Focus Sash,Unburden,Jolly,Close Combat|Coaching|Dire Claw|Fake Out,Limitless VGC,https://limitlessvgc.com/teams/6532,434:6532:2312:3,2026-08-03 08:41:23.658111+00,0.2.0
6532:4,6532,kingambit,983,4,Chople Berry,Defiant,Adamant,Kowtow Cleave|Iron Head|Sucker Punch|Protect,Limitless VGC,https://limitlessvgc.com/teams/6532,434:6532:2312:4,2026-08-03 08:41:23.658111+00,0.2.0
6535:2,6535,incineroar,727,2,Sitrus Berry,Intimidate,Adamant,Flare Blitz|Darkest Lariat|Fake Out|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6535,434:6535:2200:2,2026-08-03 08:41:23.658111+00,0.2.0
6537:5,6537,glimmora,970,5,Focus Sash,Toxic Debris,Timid,Spiky Shield|Sludge Bomb|Power Gem|Earth Power,Limitless VGC,https://limitlessvgc.com/teams/6537,434:6537:3332:5,2026-08-03 08:41:23.658111+00,0.2.0
6538:5,6538,vivillon,666,5,Focus Sash,Compound Eyes,Timid,Pollen Puff|Hurricane|Rage Powder|Sleep Powder,Limitless VGC,https://limitlessvgc.com/teams/6538,434:6538:1676:5,2026-08-03 08:41:23.658111+00,0.2.0
6541:1,6541,whimsicott,547,1,Fairy Feather,Prankster,Timid,Moonblast|Tailwind|Encore|Protect,Limitless VGC,https://limitlessvgc.com/teams/6541,434:6541:1142:1,2026-08-03 08:41:23.658111+00,0.2.0
6542:1,6542,whimsicott,547,1,Fairy Feather,Prankster,Timid,Protect|Moonblast|Tailwind|Encore,Limitless VGC,https://limitlessvgc.com/teams/6542,434:6542:3671:1,2026-08-03 08:41:23.658111+00,0.2.0
6543:5,6543,talonflame,663,5,Charcoal,Gale Wings,Naïve,Brave Bird|Overheat|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6543,434:6543:2137:5,2026-08-03 08:41:23.658111+00,0.2.0
6544:3,6544,basculegion-male,902,3,Choice Scarf,Adaptability,Jolly,Last Respects|Wave Crash|Aqua Jet|Flip Turn,Limitless VGC,https://limitlessvgc.com/teams/6544,434:6544:4898:3,2026-08-03 08:41:23.658111+00,0.2.0
6544:4,6544,whimsicott,547,4,Coba Berry,Prankster,Bold,Protect|Moonblast|Tailwind|Encore,Limitless VGC,https://limitlessvgc.com/teams/6544,434:6544:4898:4,2026-08-03 08:41:23.658111+00,0.2.0
6544:6,6544,garchomp,445,6,Lum Berry,Rough Skin,Jolly,Protect|Dragon Claw|Earthquake|Rock Tomb,Limitless VGC,https://limitlessvgc.com/teams/6544,434:6544:4898:6,2026-08-03 08:41:23.658111+00,0.2.0
6546:5,6546,kingambit,983,5,Chople Berry,Defiant,Adamant,Kowtow Cleave|Low Kick|Sucker Punch|Protect,Limitless VGC,https://limitlessvgc.com/teams/6546,434:6546:4899:5,2026-08-03 08:41:23.658111+00,0.2.0
6547:5,6547,kleavor,900,5,Focus Sash,Sharpness,Jolly,Protect|Stone Axe|Feint|Close Combat,Limitless VGC,https://limitlessvgc.com/teams/6547,434:6547:4900:5,2026-08-03 08:41:23.658111+00,0.2.0
6548:4,6548,aerodactyl,142,4,Focus Sash,Unnerve,Jolly,Rock Slide|Tailwind|Wide Guard|Protect,Limitless VGC,https://limitlessvgc.com/teams/6548,434:6548:1128:4,2026-08-03 08:41:23.658111+00,0.2.0
6548:6,6548,aegislash-shield,681,6,Spell Tag,Stance Change,Adamant,Shadow Sneak|Poltergeist|Close Combat|King’s Shield,Limitless VGC,https://limitlessvgc.com/teams/6548,434:6548:1128:6,2026-08-03 08:41:23.658111+00,0.2.0
6549:1,6549,whimsicott,547,1,Fairy Feather,Prankster,Timid,Moonblast|Tailwind|Encore|Protect,Limitless VGC,https://limitlessvgc.com/teams/6549,434:6549:4901:1,2026-08-03 08:41:23.658111+00,0.2.0
6550:5,6550,incineroar,727,5,Passho Berry,Intimidate,Brave,Fake Out|Flare Blitz|Throat Chop|Parting Shot,Limitless VGC,https://limitlessvgc.com/teams/6550,434:6550:2320:5,2026-08-03 08:41:23.658111+00,0.2.0
6551:2,6551,farigiraf,981,2,Colbur Berry,Armor Tail,Quiet,Protect|Psychic|Trick Room|Thunderbolt,Limitless VGC,https://limitlessvgc.com/teams/6551,434:6551:4620:2,2026-08-03 08:41:23.658111+00,0.2.0
6552:1,6552,aegislash-shield,681,1,Focus Sash,Stance Change,Adamant,Poltergeist|Shadow Sneak|Iron Head|Wide Guard,Limitless VGC,https://limitlessvgc.com/teams/6552,434:6552:1776:1,2026-08-03 08:41:23.658111+00,0.2.0
6553:1,6553,kingambit,983,1,Chople Berry,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Iron Head|Protect,Limitless VGC,https://limitlessvgc.com/teams/6553,434:6553:3151:1,2026-08-03 08:41:23.658111+00,0.2.0
6555:4,6555,kingambit,983,4,Black Glasses,Defiant,Adamant,Sucker Punch|Kowtow Cleave|Iron Head|Protect,Limitless VGC,https://limitlessvgc.com/teams/6555,434:6555:2664:4,2026-08-03 08:41:23.658111+00,0.2.0
6555:6,6555,garchomp,445,6,Sitrus Berry,Rough Skin,Jolly,Protect|Dragon Claw|Earthquake|Rock Slide,Limitless VGC,https://limitlessvgc.com/teams/6555,434:6555:2664:6,2026-08-03 08:41:23.658111+00,0.2.0
6556:2,6556,rotom-wash,479,2,Leftovers,Levitate,Calm,Thunderbolt|Protect|Hydro Pump|Eerie Impulse,Limitless VGC,https://limitlessvgc.com/teams/6556,434:6556:1257:2,2026-08-03 08:41:23.658111+00,0.2.0
6557:1,6557,sneasler,903,1,White Herb,Unburden,Adamant,Close Combat|Dire Claw|Rock Slide|Protect,Limitless VGC,https://limitlessvgc.com/teams/6557,434:6557:2816:1,2026-08-03 08:41:23.658111+00,0.2.0
6558:3,6558,sneasler,903,3,White Herb,Unburden,Adamant,Close Combat|Dire Claw|Fake Out|Protect,Limitless VGC,https://limitlessvgc.com/teams/6558,434:6558:3622:3,2026-08-03 08:41:23.658111+00,0.2.0
6558:6,6558,whimsicott,547,6,Fairy Feather,Prankster,Timid,Moonblast|Tailwind|Encore|Protect,Limitless VGC,https://limitlessvgc.com/teams/6558,434:6558:3622:6,2026-08-03 08:41:23.658111+00,0.2.0
6560:2,6560,archaludon,1018,2,Leftovers,Stamina,Modest,Electro Shot|Flash Cannon|Dragon Pulse|Protect,Limitless VGC,https://limitlessvgc.com/teams/6560,434:6560:4906:2,2026-08-03 08:41:23.658111+00,0.2.0
6561:5,6561,basculegion-male,902,5,Focus Sash,Adaptability,Adamant,Protect|Last Respects|Liquidation|Aqua Jet,Limitless VGC,https://limitlessvgc.com/teams/6561,434:6561:3687:5,2026-08-03 08:41:23.658111+00,0.2.0
6562:3,6562,archaludon,1018,3,Leftovers,Stamina,Modest,Dragon Pulse|Flash Cannon|Electro Shot|Protect,Limitless VGC,https://limitlessvgc.com/teams/6562,434:6562:2825:3,2026-08-03 08:41:23.658111+00,0.2.0
6562:4,6562,espathra,956,4,Mental Herb,Speed Boost,Timid,Lumina Crash|Baton Pass|Calm Mind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6562,434:6562:2825:4,2026-08-03 08:41:23.658111+00,0.2.0
6562:6,6562,kingambit,983,6,Focus Sash,Defiant,Adamant,Kowtow Cleave|Iron Head|Sucker Punch|Protect,Limitless VGC,https://limitlessvgc.com/teams/6562,434:6562:2825:6,2026-08-03 08:41:23.658111+00,0.2.0
6563:5,6563,sableye,302,5,Focus Sash,Prankster,Sassy,Rain Dance|Thunder Wave|Will-O-Wisp|Light Screen,Limitless VGC,https://limitlessvgc.com/teams/6563,434:6563:3326:5,2026-08-03 08:41:23.658111+00,0.2.0
6564:2,6564,kingambit,983,2,Focus Sash,Defiant,Adamant,Protect|Kowtow Cleave|Sucker Punch|Iron Head,Limitless VGC,https://limitlessvgc.com/teams/6564,434:6564:2551:2,2026-08-03 08:41:23.658111+00,0.2.0
6567:2,6567,kingambit,983,2,Chople Berry,Defiant,Adamant,Kowtow Cleave|Sucker Punch|Low Kick|Protect,Limitless VGC,https://limitlessvgc.com/teams/6567,434:6567:4907:2,2026-08-03 08:41:23.658111+00,0.2.0
6569:3,6569,kingambit,983,3,Chople Berry,Defiant,Adamant,Protect|Kowtow Cleave|Iron Head|Sucker Punch,Limitless VGC,https://limitlessvgc.com/teams/6569,434:6569:4385:3,2026-08-03 08:41:23.658111+00,0.2.0
6569:6,6569,sylveon,700,6,Fairy Feather,Pixilate,Modest,Detect|Hyper Voice|Moonblast|Quick Attack,Limitless VGC,https://limitlessvgc.com/teams/6569,434:6569:4385:6,2026-08-03 08:41:23.658111+00,0.2.0
6570:5,6570,pelipper,279,5,Sitrus Berry,Drizzle,Modest,Hurricane|Weather Ball|Tailwind|Rain Dance,Limitless VGC,https://limitlessvgc.com/teams/6570,434:6570:285:5,2026-08-03 08:41:23.658111+00,0.2.0
6571:5,6571,talonflame,663,5,Charcoal,Gale Wings,Naïve,Brave Bird|Overheat|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6571,434:6571:4908:5,2026-08-03 08:41:23.658111+00,0.2.0
6572:5,6572,sinistcha,1013,5,Sitrus Berry,Hospitality,Relaxed,Matcha Gotcha|Shadow Ball|Trick Room|Protect,Limitless VGC,https://limitlessvgc.com/teams/6572,434:6572:4909:5,2026-08-03 08:41:23.658111+00,0.2.0
6582:6,6582,aerodactyl-mega,142,6,Aerodactylite,Unnerve,Jolly,Tailwind|Dual Wingbeat|Rock Slide|Wide Guard,Limitless VGC,https://limitlessvgc.com/teams/6582,435:6582:1507:6,2026-08-03 08:41:23.658111+00,0.2.0
6693:1,6693,charizard-mega-y,6,1,Charizardite Y,Blaze,Modest,Protect|Heat Wave|Weather Ball|Solar Beam,Limitless VGC,https://limitlessvgc.com/teams/6693,436:6693:33:1,2026-08-03 08:41:23.658111+00,0.2.0
6695:4,6695,charizard-mega-y,6,4,Charizardite Y,Blaze,Modest,Heat Wave|Weather Ball|Solar Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6695,436:6695:272:4,2026-08-03 08:41:23.658111+00,0.2.0
6696:1,6696,floette-mega,670,1,Floettite,Flower Veil,Modest,Light of Ruin|Moonblast|Dazzling Gleam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6696,436:6696:1127:1,2026-08-03 08:41:23.658111+00,0.2.0
6700:5,6700,froslass-mega,478,5,Froslassite,Cursed Body,Modest,Shadow Ball|Blizzard|Aurora Veil|Protect,Limitless VGC,https://limitlessvgc.com/teams/6700,436:6700:1037:5,2026-08-03 08:41:23.658111+00,0.2.0
6701:2,6701,gardevoir-mega,282,2,Gardevoirite,Trace,Timid,Hyper Voice|Psyshock|Calm Mind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6701,436:6701:2944:2,2026-08-03 08:41:23.658111+00,0.2.0
6686:1,6686,charizard-mega-y,6,1,Charizardite Y,Blaze,Modest,Heat Wave|Weather Ball|Solar Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6686,435:6686:4936:1,2026-08-03 08:41:23.658111+00,0.2.0
6708:3,6708,aerodactyl-mega,142,3,Aerodactylite,Unnerve,Jolly,Rock Slide|Ice Fang|Tailwind|Wide Guard,Limitless VGC,https://limitlessvgc.com/teams/6708,436:6708:161:3,2026-08-03 08:41:23.658111+00,0.2.0
6712:6,6712,glimmora-mega,970,6,Glimmoranite,Toxic Debris,Modest,Spiky Shield|Power Gem|Sludge Bomb|Earth Power,Limitless VGC,https://limitlessvgc.com/teams/6712,436:6712:1947:6,2026-08-03 08:41:23.658111+00,0.2.0
6713:5,6713,floette-mega,670,5,Floettite,Flower Veil,Modest,Moonblast|Dazzling Gleam|Calm Mind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6713,436:6713:2758:5,2026-08-03 08:41:23.658111+00,0.2.0
6719:3,6719,charizard-mega-y,6,3,Charizardite Y,Blaze,Modest,Heat Wave|Weather Ball|Solar Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6719,436:6719:1686:3,2026-08-03 08:41:23.658111+00,0.2.0
6720:5,6720,floette-mega,670,5,Floettite,Flower Veil,Modest,Moonblast|Dazzling Gleam|Light of Ruin|Protect,Limitless VGC,https://limitlessvgc.com/teams/6720,436:6720:4940:5,2026-08-03 08:41:23.658111+00,0.2.0
6722:5,6722,froslass-mega,478,5,Froslassite,Snow Cloak,Timid,Blizzard|Aurora Veil|Shadow Ball|Protect,Limitless VGC,https://limitlessvgc.com/teams/6722,436:6722:2281:5,2026-08-03 08:41:23.658111+00,0.2.0
6731:5,6731,charizard-mega-y,6,5,Charizardite Y,Blaze,Modest,Heat Wave|Weather Ball|Solar Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6731,436:6731:4942:5,2026-08-03 08:41:23.658111+00,0.2.0
6733:6,6733,froslass-mega,478,6,Froslassite,Cursed Body,Modest,Blizzard|Shadow Ball|Aurora Veil|Protect,Limitless VGC,https://limitlessvgc.com/teams/6733,436:6733:2353:6,2026-08-03 08:41:23.658111+00,0.2.0
6734:2,6734,floette-mega,670,2,Floettite,Flower Veil,Timid,Moonblast|Dazzling Gleam|Light of Ruin|Protect,Limitless VGC,https://limitlessvgc.com/teams/6734,436:6734:157:2,2026-08-03 08:41:23.658111+00,0.2.0
6737:1,6737,floette-mega,670,1,Floettite,Flower Veil,Timid,Light of Ruin|Moonblast|Dazzling Gleam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6737,436:6737:4943:1,2026-08-03 08:41:23.658111+00,0.2.0
6738:5,6738,aerodactyl-mega,142,5,Aerodactylite,Unnerve,Jolly,Rock Slide|Dual Wingbeat|Tailwind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6738,436:6738:4944:5,2026-08-03 08:41:23.658111+00,0.2.0
6742:1,6742,floette-mega,670,1,Floettite,Flower Veil,Timid,Moonblast|Dazzling Gleam|Light of Ruin|Protect,Limitless VGC,https://limitlessvgc.com/teams/6742,436:6742:1810:1,2026-08-03 08:41:23.658111+00,0.2.0
6745:3,6745,gengar-mega,94,3,Gengarite,Cursed Body,Modest,Perish Song|Shadow Ball|Sludge Bomb|Protect,Limitless VGC,https://limitlessvgc.com/teams/6745,436:6745:1977:3,2026-08-03 08:41:23.658111+00,0.2.0
6747:2,6747,froslass-mega,478,2,Froslassite,Cursed Body,Timid,Blizzard|Shadow Ball|Aurora Veil|Protect,Limitless VGC,https://limitlessvgc.com/teams/6747,436:6747:188:2,2026-08-03 08:41:23.658111+00,0.2.0
6748:3,6748,floette-mega,670,3,Floettite,Flower Veil,Timid,Moonblast|Dazzling Gleam|Light of Ruin|Protect,Limitless VGC,https://limitlessvgc.com/teams/6748,436:6748:1287:3,2026-08-03 08:41:23.658111+00,0.2.0
6748:6,6748,charizard-mega-y,6,6,Charizardite Y,Blaze,Modest,Heat Wave|Weather Ball|Solar Beam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6748,436:6748:1287:6,2026-08-03 08:41:23.658111+00,0.2.0
6750:4,6750,floette-mega,670,4,Floettite,Flower Veil,Timid,Moonblast|Dazzling Gleam|Calm Mind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6750,436:6750:4803:4,2026-08-03 08:41:23.658111+00,0.2.0
6753:6,6753,dragonite-mega,149,6,Dragoninite,Multiscale,Jolly,Protect|Dragon Pulse|Hurricane|Extreme Speed,Limitless VGC,https://limitlessvgc.com/teams/6753,436:6753:4318:6,2026-08-03 08:41:23.658111+00,0.2.0
6754:6,6754,delphox-mega,655,6,Delphoxite,Blaze,Timid,Heat Wave|Psyshock|Nasty Plot|Protect,Limitless VGC,https://limitlessvgc.com/teams/6754,436:6754:3294:6,2026-08-03 08:41:23.658111+00,0.2.0
6756:3,6756,floette-mega,670,3,Floettite,Flower Veil,Timid,Draining Kiss|Dazzling Gleam|Calm Mind|Protect,Limitless VGC,https://limitlessvgc.com/teams/6756,436:6756:3273:3,2026-08-03 08:41:23.658111+00,0.2.0
6757:1,6757,scovillain-mega,952,1,Scovillainite,Moody,Bold,Overheat|Giga Drain|Rage Powder|Protect,Limitless VGC,https://limitlessvgc.com/teams/6757,436:6757:4474:1,2026-08-03 08:41:23.658111+00,0.2.0
6758:3,6758,gengar-mega,94,3,Gengarite,Cursed Body,Timid,Protect|Shadow Ball|Disable|Perish Song,Limitless VGC,https://limitlessvgc.com/teams/6758,436:6758:4846:3,2026-08-03 08:41:23.658111+00,0.2.0
6759:4,6759,floette-mega,670,4,Floettite,Flower Veil,Modest,Moonblast|Light of Ruin|Dazzling Gleam|Protect,Limitless VGC,https://limitlessvgc.com/teams/6759,436:6759:1638:4,2026-08-03 08:41:23.658111+00,0.2.0
6761:5,6761,dragonite-mega,149,5,Dragoninite,Multiscale,Modest,Dragon Pulse|Thunderbolt|Flamethrower|Protect,Limitless VGC,https://limitlessvgc.com/teams/6761,436:6761:4044:5,2026-08-03 08:41:23.658111+00,0.2.0
6763:2,6763,lopunny-mega,428,2,Lopunnite,Cute Charm,Jolly,Fake Out|Close Combat|U-turn|Mega Kick,Limitless VGC,https://limitlessvgc.com/teams/6763,436:6763:610:2,2026-08-03 08:41:23.658111+00,0.2.0
6766:2,6766,gengar-mega,94,2,Gengarite,Cursed Body,Modest,Sludge Bomb|Shadow Ball|Perish Song|Protect,Limitless VGC,https://limitlessvgc.com/teams/6766,436:6766:4813:2,2026-08-03 08:41:23.658111+00,0.2.0
6767:2,6767,blastoise-mega,9,2,Blastoisinite,Rain Dish,Modest,Fake Out|Water Spout|Dark Pulse|Shell Smash,Limitless VGC,https://limitlessvgc.com/teams/6767,436:6767:4948:2,2026-08-03 08:41:23.658111+00,0.2.0
6771:5,6771,dragonite-mega,149,5,Dragoninite,Multiscale,Modest,Protect|Ice Beam|Thunderbolt|Flamethrower,Limitless VGC,https://limitlessvgc.com/teams/6771,436:6771:151:5,2026-08-03 08:41:23.658111+00,0.2.0
6773:1,6773,charizard-mega-y,6,1,Charizardite Y,Blaze,Modest,Heat Wave|Weather Ball|Protect|Solar Beam,Limitless VGC,https://limitlessvgc.com/teams/6773,436:6773:657:1,2026-08-03 08:41:23.658111+00,0.2.0
6777:4,6777,floette-mega,670,4,Floettite,Flower Veil,Timid,Dazzling Gleam|Protect|Calm Mind|Draining Kiss,Limitless VGC,https://limitlessvgc.com/teams/6777,436:6777:4950:4,2026-08-03 08:41:23.658111+00,0.2.0
