pokemon_stat_canonical_key,pokemon_key,pokemon_id,hp,attack,defense,sp_attack,sp_defense,speed,stat_total,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
dusclops,dusclops,356,40,70,130,60,130,25,455,PokéAPI,https://pokeapi.co/api/v2/pokemon/dusclops,356,2026-08-03 08:26:36.523413+00,0.2.0
tropius,tropius,357,99,68,83,72,87,51,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/tropius,357,2026-08-03 08:26:36.523413+00,0.2.0
chimecho,chimecho,358,75,50,80,95,90,65,455,PokéAPI,https://pokeapi.co/api/v2/pokemon/chimecho,358,2026-08-03 08:26:36.523413+00,0.2.0
absol,absol,359,65,130,60,75,60,75,465,PokéAPI,https://pokeapi.co/api/v2/pokemon/absol,359,2026-08-03 08:26:36.523413+00,0.2.0
wynaut,wynaut,360,95,23,48,23,48,23,260,PokéAPI,https://pokeapi.co/api/v2/pokemon/wynaut,360,2026-08-03 08:26:36.523413+00,0.2.0
snorunt,snorunt,361,50,50,50,50,50,50,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/snorunt,361,2026-08-03 08:26:36.523413+00,0.2.0
glalie,glalie,362,80,80,80,80,80,80,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/glalie,362,2026-08-03 08:26:36.523413+00,0.2.0
spheal,spheal,363,70,40,50,55,50,25,290,PokéAPI,https://pokeapi.co/api/v2/pokemon/spheal,363,2026-08-03 08:26:36.523413+00,0.2.0
sealeo,sealeo,364,90,60,70,75,70,45,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/sealeo,364,2026-08-03 08:26:36.523413+00,0.2.0
walrein,walrein,365,110,80,90,95,90,65,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/walrein,365,2026-08-03 08:26:36.523413+00,0.2.0
clamperl,clamperl,366,35,64,85,74,55,32,345,PokéAPI,https://pokeapi.co/api/v2/pokemon/clamperl,366,2026-08-03 08:26:36.523413+00,0.2.0
huntail,huntail,367,55,104,105,94,75,52,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/huntail,367,2026-08-03 08:26:36.523413+00,0.2.0
gorebyss,gorebyss,368,55,84,105,114,75,52,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/gorebyss,368,2026-08-03 08:26:36.523413+00,0.2.0
relicanth,relicanth,369,100,90,130,45,65,55,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/relicanth,369,2026-08-03 08:26:36.523413+00,0.2.0
luvdisc,luvdisc,370,43,30,55,40,65,97,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/luvdisc,370,2026-08-03 08:26:36.523413+00,0.2.0
bagon,bagon,371,45,75,60,40,30,50,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/bagon,371,2026-08-03 08:26:36.523413+00,0.2.0
shelgon,shelgon,372,65,95,100,60,50,50,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/shelgon,372,2026-08-03 08:26:36.523413+00,0.2.0
salamence,salamence,373,95,135,80,110,80,100,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/salamence,373,2026-08-03 08:26:36.523413+00,0.2.0
beldum,beldum,374,40,55,80,35,60,30,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/beldum,374,2026-08-03 08:26:36.523413+00,0.2.0
metang,metang,375,60,75,100,55,80,50,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/metang,375,2026-08-03 08:26:36.523413+00,0.2.0
metagross,metagross,376,80,135,130,95,90,70,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/metagross,376,2026-08-03 08:26:36.523413+00,0.2.0
regirock,regirock,377,80,100,200,50,100,50,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/regirock,377,2026-08-03 08:26:36.523413+00,0.2.0
regice,regice,378,80,50,100,100,200,50,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/regice,378,2026-08-03 08:26:36.523413+00,0.2.0
registeel,registeel,379,80,75,150,75,150,50,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/registeel,379,2026-08-03 08:26:36.523413+00,0.2.0
latias,latias,380,80,80,90,110,130,110,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/latias,380,2026-08-03 08:26:36.523413+00,0.2.0
latios,latios,381,80,90,80,130,110,110,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/latios,381,2026-08-03 08:26:36.523413+00,0.2.0
kyogre,kyogre,382,100,100,90,150,140,90,670,PokéAPI,https://pokeapi.co/api/v2/pokemon/kyogre,382,2026-08-03 08:26:36.523413+00,0.2.0
groudon,groudon,383,100,150,140,100,90,90,670,PokéAPI,https://pokeapi.co/api/v2/pokemon/groudon,383,2026-08-03 08:26:36.523413+00,0.2.0
rayquaza,rayquaza,384,105,150,90,150,90,95,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/rayquaza,384,2026-08-03 08:26:36.523413+00,0.2.0
jirachi,jirachi,385,100,100,100,100,100,100,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/jirachi,385,2026-08-03 08:26:36.523413+00,0.2.0
deoxys-normal,deoxys-normal,386,50,150,50,150,50,150,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/deoxys-normal,386,2026-08-03 08:26:36.523413+00,0.2.0
turtwig,turtwig,387,55,68,64,45,55,31,318,PokéAPI,https://pokeapi.co/api/v2/pokemon/turtwig,387,2026-08-03 08:26:36.523413+00,0.2.0
grotle,grotle,388,75,89,85,55,65,36,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/grotle,388,2026-08-03 08:26:36.523413+00,0.2.0
torterra,torterra,389,95,109,105,75,85,56,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/torterra,389,2026-08-03 08:26:36.523413+00,0.2.0
chimchar,chimchar,390,44,58,44,58,44,61,309,PokéAPI,https://pokeapi.co/api/v2/pokemon/chimchar,390,2026-08-03 08:26:36.523413+00,0.2.0
monferno,monferno,391,64,78,52,78,52,81,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/monferno,391,2026-08-03 08:26:36.523413+00,0.2.0
infernape,infernape,392,76,104,71,104,71,108,534,PokéAPI,https://pokeapi.co/api/v2/pokemon/infernape,392,2026-08-03 08:26:36.523413+00,0.2.0
piplup,piplup,393,53,51,53,61,56,40,314,PokéAPI,https://pokeapi.co/api/v2/pokemon/piplup,393,2026-08-03 08:26:36.523413+00,0.2.0
prinplup,prinplup,394,64,66,68,81,76,50,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/prinplup,394,2026-08-03 08:26:36.523413+00,0.2.0
empoleon,empoleon,395,84,86,88,111,101,60,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/empoleon,395,2026-08-03 08:26:36.523413+00,0.2.0
starly,starly,396,40,55,30,30,30,60,245,PokéAPI,https://pokeapi.co/api/v2/pokemon/starly,396,2026-08-03 08:26:36.523413+00,0.2.0
staravia,staravia,397,55,75,50,40,40,80,340,PokéAPI,https://pokeapi.co/api/v2/pokemon/staravia,397,2026-08-03 08:26:36.523413+00,0.2.0
staraptor,staraptor,398,85,120,70,50,60,100,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/staraptor,398,2026-08-03 08:26:36.523413+00,0.2.0
bidoof,bidoof,399,59,45,40,35,40,31,250,PokéAPI,https://pokeapi.co/api/v2/pokemon/bidoof,399,2026-08-03 08:26:36.523413+00,0.2.0
bibarel,bibarel,400,79,85,60,55,60,71,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/bibarel,400,2026-08-03 08:26:36.523413+00,0.2.0
kricketot,kricketot,401,37,25,41,25,41,25,194,PokéAPI,https://pokeapi.co/api/v2/pokemon/kricketot,401,2026-08-03 08:26:36.523413+00,0.2.0
kricketune,kricketune,402,77,85,51,55,51,65,384,PokéAPI,https://pokeapi.co/api/v2/pokemon/kricketune,402,2026-08-03 08:26:36.523413+00,0.2.0
shinx,shinx,403,45,65,34,40,34,45,263,PokéAPI,https://pokeapi.co/api/v2/pokemon/shinx,403,2026-08-03 08:26:36.523413+00,0.2.0
luxio,luxio,404,60,85,49,60,49,60,363,PokéAPI,https://pokeapi.co/api/v2/pokemon/luxio,404,2026-08-03 08:26:36.523413+00,0.2.0
luxray,luxray,405,80,120,79,95,79,70,523,PokéAPI,https://pokeapi.co/api/v2/pokemon/luxray,405,2026-08-03 08:26:36.523413+00,0.2.0
budew,budew,406,40,30,35,50,70,55,280,PokéAPI,https://pokeapi.co/api/v2/pokemon/budew,406,2026-08-03 08:26:36.523413+00,0.2.0
roserade,roserade,407,60,70,65,125,105,90,515,PokéAPI,https://pokeapi.co/api/v2/pokemon/roserade,407,2026-08-03 08:26:36.523413+00,0.2.0
cranidos,cranidos,408,67,125,40,30,30,58,350,PokéAPI,https://pokeapi.co/api/v2/pokemon/cranidos,408,2026-08-03 08:26:36.523413+00,0.2.0
rampardos,rampardos,409,97,165,60,65,50,58,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/rampardos,409,2026-08-03 08:26:36.523413+00,0.2.0
shieldon,shieldon,410,30,42,118,42,88,30,350,PokéAPI,https://pokeapi.co/api/v2/pokemon/shieldon,410,2026-08-03 08:26:36.523413+00,0.2.0
bastiodon,bastiodon,411,60,52,168,47,138,30,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/bastiodon,411,2026-08-03 08:26:36.523413+00,0.2.0
burmy,burmy,412,40,29,45,29,45,36,224,PokéAPI,https://pokeapi.co/api/v2/pokemon/burmy,412,2026-08-03 08:26:36.523413+00,0.2.0
wormadam-plant,wormadam-plant,413,60,59,85,79,105,36,424,PokéAPI,https://pokeapi.co/api/v2/pokemon/wormadam-plant,413,2026-08-03 08:26:36.523413+00,0.2.0
mothim,mothim,414,70,94,50,94,50,66,424,PokéAPI,https://pokeapi.co/api/v2/pokemon/mothim,414,2026-08-03 08:26:36.523413+00,0.2.0
combee,combee,415,30,30,42,30,42,70,244,PokéAPI,https://pokeapi.co/api/v2/pokemon/combee,415,2026-08-03 08:26:36.523413+00,0.2.0
vespiquen,vespiquen,416,70,80,102,80,102,40,474,PokéAPI,https://pokeapi.co/api/v2/pokemon/vespiquen,416,2026-08-03 08:26:36.523413+00,0.2.0
pachirisu,pachirisu,417,60,45,70,45,90,95,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/pachirisu,417,2026-08-03 08:26:36.523413+00,0.2.0
buizel,buizel,418,55,65,35,60,30,85,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/buizel,418,2026-08-03 08:26:36.523413+00,0.2.0
floatzel,floatzel,419,85,105,55,85,50,115,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/floatzel,419,2026-08-03 08:26:36.523413+00,0.2.0
cherubi,cherubi,420,45,35,45,62,53,35,275,PokéAPI,https://pokeapi.co/api/v2/pokemon/cherubi,420,2026-08-03 08:26:36.523413+00,0.2.0
cherrim,cherrim,421,70,60,70,87,78,85,450,PokéAPI,https://pokeapi.co/api/v2/pokemon/cherrim,421,2026-08-03 08:26:36.523413+00,0.2.0
shellos,shellos,422,76,48,48,57,62,34,325,PokéAPI,https://pokeapi.co/api/v2/pokemon/shellos,422,2026-08-03 08:26:36.523413+00,0.2.0
gastrodon,gastrodon,423,111,83,68,92,82,39,475,PokéAPI,https://pokeapi.co/api/v2/pokemon/gastrodon,423,2026-08-03 08:26:36.523413+00,0.2.0
ambipom,ambipom,424,75,100,66,60,66,115,482,PokéAPI,https://pokeapi.co/api/v2/pokemon/ambipom,424,2026-08-03 08:26:36.523413+00,0.2.0
drifloon,drifloon,425,90,50,34,60,44,70,348,PokéAPI,https://pokeapi.co/api/v2/pokemon/drifloon,425,2026-08-03 08:26:36.523413+00,0.2.0
drifblim,drifblim,426,150,80,44,90,54,80,498,PokéAPI,https://pokeapi.co/api/v2/pokemon/drifblim,426,2026-08-03 08:26:36.523413+00,0.2.0
buneary,buneary,427,55,66,44,44,56,85,350,PokéAPI,https://pokeapi.co/api/v2/pokemon/buneary,427,2026-08-03 08:26:36.523413+00,0.2.0
lopunny,lopunny,428,65,76,84,54,96,105,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/lopunny,428,2026-08-03 08:26:36.523413+00,0.2.0
mismagius,mismagius,429,60,60,60,105,105,105,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/mismagius,429,2026-08-03 08:26:36.523413+00,0.2.0
honchkrow,honchkrow,430,100,125,52,105,52,71,505,PokéAPI,https://pokeapi.co/api/v2/pokemon/honchkrow,430,2026-08-03 08:26:36.523413+00,0.2.0
glameow,glameow,431,49,55,42,42,37,85,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/glameow,431,2026-08-03 08:26:36.523413+00,0.2.0
purugly,purugly,432,71,82,64,64,59,112,452,PokéAPI,https://pokeapi.co/api/v2/pokemon/purugly,432,2026-08-03 08:26:36.523413+00,0.2.0
chingling,chingling,433,45,30,50,65,50,45,285,PokéAPI,https://pokeapi.co/api/v2/pokemon/chingling,433,2026-08-03 08:26:36.523413+00,0.2.0
stunky,stunky,434,63,63,47,41,41,74,329,PokéAPI,https://pokeapi.co/api/v2/pokemon/stunky,434,2026-08-03 08:26:36.523413+00,0.2.0
skuntank,skuntank,435,103,93,67,71,61,84,479,PokéAPI,https://pokeapi.co/api/v2/pokemon/skuntank,435,2026-08-03 08:26:36.523413+00,0.2.0
bronzor,bronzor,436,57,24,86,24,86,23,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/bronzor,436,2026-08-03 08:26:36.523413+00,0.2.0
bronzong,bronzong,437,67,89,116,79,116,33,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/bronzong,437,2026-08-03 08:26:36.523413+00,0.2.0
bonsly,bonsly,438,50,80,95,10,45,10,290,PokéAPI,https://pokeapi.co/api/v2/pokemon/bonsly,438,2026-08-03 08:26:36.523413+00,0.2.0
mime-jr,mime-jr,439,20,25,45,70,90,60,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/mime-jr,439,2026-08-03 08:26:36.523413+00,0.2.0
happiny,happiny,440,100,5,5,15,65,30,220,PokéAPI,https://pokeapi.co/api/v2/pokemon/happiny,440,2026-08-03 08:26:36.523413+00,0.2.0
chatot,chatot,441,76,65,45,92,42,91,411,PokéAPI,https://pokeapi.co/api/v2/pokemon/chatot,441,2026-08-03 08:26:36.523413+00,0.2.0
spiritomb,spiritomb,442,50,92,108,92,108,35,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/spiritomb,442,2026-08-03 08:26:36.523413+00,0.2.0
gible,gible,443,58,70,45,40,45,42,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/gible,443,2026-08-03 08:26:36.523413+00,0.2.0
gabite,gabite,444,68,90,65,50,55,82,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/gabite,444,2026-08-03 08:26:36.523413+00,0.2.0
garchomp,garchomp,445,108,130,95,80,85,102,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/garchomp,445,2026-08-03 08:26:36.523413+00,0.2.0
munchlax,munchlax,446,135,85,40,40,85,5,390,PokéAPI,https://pokeapi.co/api/v2/pokemon/munchlax,446,2026-08-03 08:26:36.523413+00,0.2.0
riolu,riolu,447,40,70,40,35,40,60,285,PokéAPI,https://pokeapi.co/api/v2/pokemon/riolu,447,2026-08-03 08:26:36.523413+00,0.2.0
lucario,lucario,448,70,110,70,115,70,90,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/lucario,448,2026-08-03 08:26:36.523413+00,0.2.0
hippopotas,hippopotas,449,68,72,78,38,42,32,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/hippopotas,449,2026-08-03 08:26:36.523413+00,0.2.0
hippowdon,hippowdon,450,108,112,118,68,72,47,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/hippowdon,450,2026-08-03 08:26:36.523413+00,0.2.0
skorupi,skorupi,451,40,50,90,30,55,65,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/skorupi,451,2026-08-03 08:26:36.523413+00,0.2.0
drapion,drapion,452,70,90,110,60,75,95,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/drapion,452,2026-08-03 08:26:36.523413+00,0.2.0
croagunk,croagunk,453,48,61,40,61,40,50,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/croagunk,453,2026-08-03 08:26:36.523413+00,0.2.0
toxicroak,toxicroak,454,83,106,65,86,65,85,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/toxicroak,454,2026-08-03 08:26:36.523413+00,0.2.0
carnivine,carnivine,455,74,100,72,90,72,46,454,PokéAPI,https://pokeapi.co/api/v2/pokemon/carnivine,455,2026-08-03 08:26:36.523413+00,0.2.0
finneon,finneon,456,49,49,56,49,61,66,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/finneon,456,2026-08-03 08:26:36.523413+00,0.2.0
lumineon,lumineon,457,69,69,76,69,86,91,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/lumineon,457,2026-08-03 08:26:36.523413+00,0.2.0
mantyke,mantyke,458,45,20,50,60,120,50,345,PokéAPI,https://pokeapi.co/api/v2/pokemon/mantyke,458,2026-08-03 08:26:36.523413+00,0.2.0
snover,snover,459,60,62,50,62,60,40,334,PokéAPI,https://pokeapi.co/api/v2/pokemon/snover,459,2026-08-03 08:26:36.523413+00,0.2.0
abomasnow,abomasnow,460,90,92,75,92,85,60,494,PokéAPI,https://pokeapi.co/api/v2/pokemon/abomasnow,460,2026-08-03 08:26:36.523413+00,0.2.0
weavile,weavile,461,70,120,65,45,85,125,510,PokéAPI,https://pokeapi.co/api/v2/pokemon/weavile,461,2026-08-03 08:26:36.523413+00,0.2.0
magnezone,magnezone,462,70,70,115,130,90,60,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/magnezone,462,2026-08-03 08:26:36.523413+00,0.2.0
lickilicky,lickilicky,463,110,85,95,80,95,50,515,PokéAPI,https://pokeapi.co/api/v2/pokemon/lickilicky,463,2026-08-03 08:26:36.523413+00,0.2.0
rhyperior,rhyperior,464,115,140,130,55,55,40,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/rhyperior,464,2026-08-03 08:26:36.523413+00,0.2.0
tangrowth,tangrowth,465,100,100,125,110,50,50,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/tangrowth,465,2026-08-03 08:26:36.523413+00,0.2.0
electivire,electivire,466,75,123,67,95,85,95,540,PokéAPI,https://pokeapi.co/api/v2/pokemon/electivire,466,2026-08-03 08:26:36.523413+00,0.2.0
magmortar,magmortar,467,75,95,67,125,95,83,540,PokéAPI,https://pokeapi.co/api/v2/pokemon/magmortar,467,2026-08-03 08:26:36.523413+00,0.2.0
togekiss,togekiss,468,85,50,95,120,115,80,545,PokéAPI,https://pokeapi.co/api/v2/pokemon/togekiss,468,2026-08-03 08:26:36.523413+00,0.2.0
yanmega,yanmega,469,86,76,86,116,56,95,515,PokéAPI,https://pokeapi.co/api/v2/pokemon/yanmega,469,2026-08-03 08:26:36.523413+00,0.2.0
leafeon,leafeon,470,65,110,130,60,65,95,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/leafeon,470,2026-08-03 08:26:36.523413+00,0.2.0
glaceon,glaceon,471,65,60,110,130,95,65,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/glaceon,471,2026-08-03 08:26:36.523413+00,0.2.0
gliscor,gliscor,472,75,95,125,45,75,95,510,PokéAPI,https://pokeapi.co/api/v2/pokemon/gliscor,472,2026-08-03 08:26:36.523413+00,0.2.0
mamoswine,mamoswine,473,110,130,80,70,60,80,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/mamoswine,473,2026-08-03 08:26:36.523413+00,0.2.0
porygon-z,porygon-z,474,85,80,70,135,75,90,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/porygon-z,474,2026-08-03 08:26:36.523413+00,0.2.0
gallade,gallade,475,68,125,65,65,115,80,518,PokéAPI,https://pokeapi.co/api/v2/pokemon/gallade,475,2026-08-03 08:26:36.523413+00,0.2.0
probopass,probopass,476,60,55,145,75,150,40,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/probopass,476,2026-08-03 08:26:36.523413+00,0.2.0
dusknoir,dusknoir,477,45,100,135,65,135,45,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/dusknoir,477,2026-08-03 08:26:36.523413+00,0.2.0
froslass,froslass,478,70,80,70,80,70,110,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/froslass,478,2026-08-03 08:26:36.523413+00,0.2.0
rotom,rotom,479,50,50,77,95,77,91,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/rotom,479,2026-08-03 08:26:36.523413+00,0.2.0
uxie,uxie,480,75,75,130,75,130,95,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/uxie,480,2026-08-03 08:26:36.523413+00,0.2.0
mesprit,mesprit,481,80,105,105,105,105,80,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/mesprit,481,2026-08-03 08:26:36.523413+00,0.2.0
azelf,azelf,482,75,125,70,125,70,115,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/azelf,482,2026-08-03 08:26:36.523413+00,0.2.0
dialga,dialga,483,100,120,120,150,100,90,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/dialga,483,2026-08-03 08:26:36.523413+00,0.2.0
palkia,palkia,484,90,120,100,150,120,100,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/palkia,484,2026-08-03 08:26:36.523413+00,0.2.0
heatran,heatran,485,91,90,106,130,106,77,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/heatran,485,2026-08-03 08:26:36.523413+00,0.2.0
regigigas,regigigas,486,110,160,110,80,110,100,670,PokéAPI,https://pokeapi.co/api/v2/pokemon/regigigas,486,2026-08-03 08:26:36.523413+00,0.2.0
giratina-altered,giratina-altered,487,150,100,120,100,120,90,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/giratina-altered,487,2026-08-03 08:26:36.523413+00,0.2.0
cresselia,cresselia,488,120,70,110,75,120,85,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/cresselia,488,2026-08-03 08:26:36.523413+00,0.2.0
phione,phione,489,80,80,80,80,80,80,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/phione,489,2026-08-03 08:26:36.523413+00,0.2.0
manaphy,manaphy,490,100,100,100,100,100,100,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/manaphy,490,2026-08-03 08:26:36.523413+00,0.2.0
darkrai,darkrai,491,70,90,90,135,90,125,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/darkrai,491,2026-08-03 08:26:36.523413+00,0.2.0
shaymin-land,shaymin-land,492,100,100,100,100,100,100,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/shaymin-land,492,2026-08-03 08:26:36.523413+00,0.2.0
arceus,arceus,493,120,120,120,120,120,120,720,PokéAPI,https://pokeapi.co/api/v2/pokemon/arceus,493,2026-08-03 08:26:36.523413+00,0.2.0
victini,victini,494,100,100,100,100,100,100,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/victini,494,2026-08-03 08:26:36.523413+00,0.2.0
snivy,snivy,495,45,45,55,45,55,63,308,PokéAPI,https://pokeapi.co/api/v2/pokemon/snivy,495,2026-08-03 08:26:36.523413+00,0.2.0
servine,servine,496,60,60,75,60,75,83,413,PokéAPI,https://pokeapi.co/api/v2/pokemon/servine,496,2026-08-03 08:26:36.523413+00,0.2.0
serperior,serperior,497,75,75,95,75,95,113,528,PokéAPI,https://pokeapi.co/api/v2/pokemon/serperior,497,2026-08-03 08:26:36.523413+00,0.2.0
tepig,tepig,498,65,63,45,45,45,45,308,PokéAPI,https://pokeapi.co/api/v2/pokemon/tepig,498,2026-08-03 08:26:36.523413+00,0.2.0
pignite,pignite,499,90,93,55,70,55,55,418,PokéAPI,https://pokeapi.co/api/v2/pokemon/pignite,499,2026-08-03 08:26:36.523413+00,0.2.0
emboar,emboar,500,110,123,65,100,65,65,528,PokéAPI,https://pokeapi.co/api/v2/pokemon/emboar,500,2026-08-03 08:26:36.523413+00,0.2.0
oshawott,oshawott,501,55,55,45,63,45,45,308,PokéAPI,https://pokeapi.co/api/v2/pokemon/oshawott,501,2026-08-03 08:26:36.523413+00,0.2.0
dewott,dewott,502,75,75,60,83,60,60,413,PokéAPI,https://pokeapi.co/api/v2/pokemon/dewott,502,2026-08-03 08:26:36.523413+00,0.2.0
samurott,samurott,503,95,100,85,108,70,70,528,PokéAPI,https://pokeapi.co/api/v2/pokemon/samurott,503,2026-08-03 08:26:36.523413+00,0.2.0
patrat,patrat,504,45,55,39,35,39,42,255,PokéAPI,https://pokeapi.co/api/v2/pokemon/patrat,504,2026-08-03 08:26:36.523413+00,0.2.0
watchog,watchog,505,60,85,69,60,69,77,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/watchog,505,2026-08-03 08:26:36.523413+00,0.2.0
lillipup,lillipup,506,45,60,45,25,45,55,275,PokéAPI,https://pokeapi.co/api/v2/pokemon/lillipup,506,2026-08-03 08:26:36.523413+00,0.2.0
herdier,herdier,507,65,80,65,35,65,60,370,PokéAPI,https://pokeapi.co/api/v2/pokemon/herdier,507,2026-08-03 08:26:36.523413+00,0.2.0
stoutland,stoutland,508,85,110,90,45,90,80,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/stoutland,508,2026-08-03 08:26:36.523413+00,0.2.0
purrloin,purrloin,509,41,50,37,50,37,66,281,PokéAPI,https://pokeapi.co/api/v2/pokemon/purrloin,509,2026-08-03 08:26:36.523413+00,0.2.0
liepard,liepard,510,64,88,50,88,50,106,446,PokéAPI,https://pokeapi.co/api/v2/pokemon/liepard,510,2026-08-03 08:26:36.523413+00,0.2.0
pansage,pansage,511,50,53,48,53,48,64,316,PokéAPI,https://pokeapi.co/api/v2/pokemon/pansage,511,2026-08-03 08:26:36.523413+00,0.2.0
simisage,simisage,512,75,98,63,98,63,101,498,PokéAPI,https://pokeapi.co/api/v2/pokemon/simisage,512,2026-08-03 08:26:36.523413+00,0.2.0
pansear,pansear,513,50,53,48,53,48,64,316,PokéAPI,https://pokeapi.co/api/v2/pokemon/pansear,513,2026-08-03 08:26:36.523413+00,0.2.0
simisear,simisear,514,75,98,63,98,63,101,498,PokéAPI,https://pokeapi.co/api/v2/pokemon/simisear,514,2026-08-03 08:26:36.523413+00,0.2.0
panpour,panpour,515,50,53,48,53,48,64,316,PokéAPI,https://pokeapi.co/api/v2/pokemon/panpour,515,2026-08-03 08:26:36.523413+00,0.2.0
simipour,simipour,516,75,98,63,98,63,101,498,PokéAPI,https://pokeapi.co/api/v2/pokemon/simipour,516,2026-08-03 08:26:36.523413+00,0.2.0
munna,munna,517,76,25,45,67,55,24,292,PokéAPI,https://pokeapi.co/api/v2/pokemon/munna,517,2026-08-03 08:26:36.523413+00,0.2.0
musharna,musharna,518,116,55,85,107,95,29,487,PokéAPI,https://pokeapi.co/api/v2/pokemon/musharna,518,2026-08-03 08:26:36.523413+00,0.2.0
pidove,pidove,519,50,55,50,36,30,43,264,PokéAPI,https://pokeapi.co/api/v2/pokemon/pidove,519,2026-08-03 08:26:36.523413+00,0.2.0
tranquill,tranquill,520,62,77,62,50,42,65,358,PokéAPI,https://pokeapi.co/api/v2/pokemon/tranquill,520,2026-08-03 08:26:36.523413+00,0.2.0
unfezant,unfezant,521,80,115,80,65,55,93,488,PokéAPI,https://pokeapi.co/api/v2/pokemon/unfezant,521,2026-08-03 08:26:36.523413+00,0.2.0
blitzle,blitzle,522,45,60,32,50,32,76,295,PokéAPI,https://pokeapi.co/api/v2/pokemon/blitzle,522,2026-08-03 08:26:36.523413+00,0.2.0
zebstrika,zebstrika,523,75,100,63,80,63,116,497,PokéAPI,https://pokeapi.co/api/v2/pokemon/zebstrika,523,2026-08-03 08:26:36.523413+00,0.2.0
