pokemon_stat_canonical_key,pokemon_key,pokemon_id,hp,attack,defense,sp_attack,sp_defense,speed,stat_total,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
swablu,swablu,333,45,40,60,40,75,50,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/swablu,333,2026-07-21 11:17:17.414942+00,0.0.0-dev
altaria,altaria,334,75,70,90,70,105,80,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/altaria,334,2026-07-21 11:17:17.414942+00,0.0.0-dev
zangoose,zangoose,335,73,115,60,60,60,90,458,PokéAPI,https://pokeapi.co/api/v2/pokemon/zangoose,335,2026-07-21 11:17:17.414942+00,0.0.0-dev
seviper,seviper,336,73,100,60,100,60,65,458,PokéAPI,https://pokeapi.co/api/v2/pokemon/seviper,336,2026-07-21 11:17:17.414942+00,0.0.0-dev
lunatone,lunatone,337,90,55,65,95,85,70,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/lunatone,337,2026-07-21 11:17:17.414942+00,0.0.0-dev
solrock,solrock,338,90,95,85,55,65,70,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/solrock,338,2026-07-21 11:17:17.414942+00,0.0.0-dev
barboach,barboach,339,50,48,43,46,41,60,288,PokéAPI,https://pokeapi.co/api/v2/pokemon/barboach,339,2026-07-21 11:17:17.414942+00,0.0.0-dev
whiscash,whiscash,340,110,78,73,76,71,60,468,PokéAPI,https://pokeapi.co/api/v2/pokemon/whiscash,340,2026-07-21 11:17:17.414942+00,0.0.0-dev
corphish,corphish,341,43,80,65,50,35,35,308,PokéAPI,https://pokeapi.co/api/v2/pokemon/corphish,341,2026-07-21 11:17:17.414942+00,0.0.0-dev
crawdaunt,crawdaunt,342,63,120,85,90,55,55,468,PokéAPI,https://pokeapi.co/api/v2/pokemon/crawdaunt,342,2026-07-21 11:17:17.414942+00,0.0.0-dev
baltoy,baltoy,343,40,40,55,40,70,55,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/baltoy,343,2026-07-21 11:17:17.414942+00,0.0.0-dev
claydol,claydol,344,60,70,105,70,120,75,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/claydol,344,2026-07-21 11:17:17.414942+00,0.0.0-dev
lileep,lileep,345,66,41,77,61,87,23,355,PokéAPI,https://pokeapi.co/api/v2/pokemon/lileep,345,2026-07-21 11:17:17.414942+00,0.0.0-dev
cradily,cradily,346,86,81,97,81,107,43,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/cradily,346,2026-07-21 11:17:17.414942+00,0.0.0-dev
anorith,anorith,347,45,95,50,40,50,75,355,PokéAPI,https://pokeapi.co/api/v2/pokemon/anorith,347,2026-07-21 11:17:17.414942+00,0.0.0-dev
armaldo,armaldo,348,75,125,100,70,80,45,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/armaldo,348,2026-07-21 11:17:17.414942+00,0.0.0-dev
feebas,feebas,349,20,15,20,10,55,80,200,PokéAPI,https://pokeapi.co/api/v2/pokemon/feebas,349,2026-07-21 11:17:17.414942+00,0.0.0-dev
milotic,milotic,350,95,60,79,100,125,81,540,PokéAPI,https://pokeapi.co/api/v2/pokemon/milotic,350,2026-07-21 11:17:17.414942+00,0.0.0-dev
castform,castform,351,70,70,70,70,70,70,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/castform,351,2026-07-21 11:17:17.414942+00,0.0.0-dev
kecleon,kecleon,352,60,90,70,60,120,40,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/kecleon,352,2026-07-21 11:17:17.414942+00,0.0.0-dev
shuppet,shuppet,353,44,75,35,63,33,45,295,PokéAPI,https://pokeapi.co/api/v2/pokemon/shuppet,353,2026-07-21 11:17:17.414942+00,0.0.0-dev
banette,banette,354,64,115,65,83,63,65,455,PokéAPI,https://pokeapi.co/api/v2/pokemon/banette,354,2026-07-21 11:17:17.414942+00,0.0.0-dev
duskull,duskull,355,20,40,90,30,90,25,295,PokéAPI,https://pokeapi.co/api/v2/pokemon/duskull,355,2026-07-21 11:17:17.414942+00,0.0.0-dev
dusclops,dusclops,356,40,70,130,60,130,25,455,PokéAPI,https://pokeapi.co/api/v2/pokemon/dusclops,356,2026-07-21 11:17:17.414942+00,0.0.0-dev
tropius,tropius,357,99,68,83,72,87,51,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/tropius,357,2026-07-21 11:17:17.414942+00,0.0.0-dev
chimecho,chimecho,358,75,50,80,95,90,65,455,PokéAPI,https://pokeapi.co/api/v2/pokemon/chimecho,358,2026-07-21 11:17:17.414942+00,0.0.0-dev
absol,absol,359,65,130,60,75,60,75,465,PokéAPI,https://pokeapi.co/api/v2/pokemon/absol,359,2026-07-21 11:17:17.414942+00,0.0.0-dev
wynaut,wynaut,360,95,23,48,23,48,23,260,PokéAPI,https://pokeapi.co/api/v2/pokemon/wynaut,360,2026-07-21 11:17:17.414942+00,0.0.0-dev
snorunt,snorunt,361,50,50,50,50,50,50,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/snorunt,361,2026-07-21 11:17:17.414942+00,0.0.0-dev
glalie,glalie,362,80,80,80,80,80,80,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/glalie,362,2026-07-21 11:17:17.414942+00,0.0.0-dev
spheal,spheal,363,70,40,50,55,50,25,290,PokéAPI,https://pokeapi.co/api/v2/pokemon/spheal,363,2026-07-21 11:17:17.414942+00,0.0.0-dev
sealeo,sealeo,364,90,60,70,75,70,45,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/sealeo,364,2026-07-21 11:17:17.414942+00,0.0.0-dev
walrein,walrein,365,110,80,90,95,90,65,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/walrein,365,2026-07-21 11:17:17.414942+00,0.0.0-dev
clamperl,clamperl,366,35,64,85,74,55,32,345,PokéAPI,https://pokeapi.co/api/v2/pokemon/clamperl,366,2026-07-21 11:17:17.414942+00,0.0.0-dev
huntail,huntail,367,55,104,105,94,75,52,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/huntail,367,2026-07-21 11:17:17.414942+00,0.0.0-dev
gorebyss,gorebyss,368,55,84,105,114,75,52,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/gorebyss,368,2026-07-21 11:17:17.414942+00,0.0.0-dev
relicanth,relicanth,369,100,90,130,45,65,55,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/relicanth,369,2026-07-21 11:17:17.414942+00,0.0.0-dev
luvdisc,luvdisc,370,43,30,55,40,65,97,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/luvdisc,370,2026-07-21 11:17:17.414942+00,0.0.0-dev
bagon,bagon,371,45,75,60,40,30,50,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/bagon,371,2026-07-21 11:17:17.414942+00,0.0.0-dev
shelgon,shelgon,372,65,95,100,60,50,50,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/shelgon,372,2026-07-21 11:17:17.414942+00,0.0.0-dev
salamence,salamence,373,95,135,80,110,80,100,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/salamence,373,2026-07-21 11:17:17.414942+00,0.0.0-dev
beldum,beldum,374,40,55,80,35,60,30,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/beldum,374,2026-07-21 11:17:17.414942+00,0.0.0-dev
metang,metang,375,60,75,100,55,80,50,420,PokéAPI,https://pokeapi.co/api/v2/pokemon/metang,375,2026-07-21 11:17:17.414942+00,0.0.0-dev
metagross,metagross,376,80,135,130,95,90,70,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/metagross,376,2026-07-21 11:17:17.414942+00,0.0.0-dev
regirock,regirock,377,80,100,200,50,100,50,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/regirock,377,2026-07-21 11:17:17.414942+00,0.0.0-dev
regice,regice,378,80,50,100,100,200,50,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/regice,378,2026-07-21 11:17:17.414942+00,0.0.0-dev
registeel,registeel,379,80,75,150,75,150,50,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/registeel,379,2026-07-21 11:17:17.414942+00,0.0.0-dev
latias,latias,380,80,80,90,110,130,110,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/latias,380,2026-07-21 11:17:17.414942+00,0.0.0-dev
latios,latios,381,80,90,80,130,110,110,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/latios,381,2026-07-21 11:17:17.414942+00,0.0.0-dev
kyogre,kyogre,382,100,100,90,150,140,90,670,PokéAPI,https://pokeapi.co/api/v2/pokemon/kyogre,382,2026-07-21 11:17:17.414942+00,0.0.0-dev
groudon,groudon,383,100,150,140,100,90,90,670,PokéAPI,https://pokeapi.co/api/v2/pokemon/groudon,383,2026-07-21 11:17:17.414942+00,0.0.0-dev
rayquaza,rayquaza,384,105,150,90,150,90,95,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/rayquaza,384,2026-07-21 11:17:17.414942+00,0.0.0-dev
jirachi,jirachi,385,100,100,100,100,100,100,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/jirachi,385,2026-07-21 11:17:17.414942+00,0.0.0-dev
deoxys-normal,deoxys-normal,386,50,150,50,150,50,150,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/deoxys-normal,386,2026-07-21 11:17:17.414942+00,0.0.0-dev
turtwig,turtwig,387,55,68,64,45,55,31,318,PokéAPI,https://pokeapi.co/api/v2/pokemon/turtwig,387,2026-07-21 11:17:17.414942+00,0.0.0-dev
grotle,grotle,388,75,89,85,55,65,36,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/grotle,388,2026-07-21 11:17:17.414942+00,0.0.0-dev
torterra,torterra,389,95,109,105,75,85,56,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/torterra,389,2026-07-21 11:17:17.414942+00,0.0.0-dev
chimchar,chimchar,390,44,58,44,58,44,61,309,PokéAPI,https://pokeapi.co/api/v2/pokemon/chimchar,390,2026-07-21 11:17:17.414942+00,0.0.0-dev
monferno,monferno,391,64,78,52,78,52,81,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/monferno,391,2026-07-21 11:17:17.414942+00,0.0.0-dev
infernape,infernape,392,76,104,71,104,71,108,534,PokéAPI,https://pokeapi.co/api/v2/pokemon/infernape,392,2026-07-21 11:17:17.414942+00,0.0.0-dev
piplup,piplup,393,53,51,53,61,56,40,314,PokéAPI,https://pokeapi.co/api/v2/pokemon/piplup,393,2026-07-21 11:17:17.414942+00,0.0.0-dev
prinplup,prinplup,394,64,66,68,81,76,50,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/prinplup,394,2026-07-21 11:17:17.414942+00,0.0.0-dev
empoleon,empoleon,395,84,86,88,111,101,60,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/empoleon,395,2026-07-21 11:17:17.414942+00,0.0.0-dev
starly,starly,396,40,55,30,30,30,60,245,PokéAPI,https://pokeapi.co/api/v2/pokemon/starly,396,2026-07-21 11:17:17.414942+00,0.0.0-dev
staravia,staravia,397,55,75,50,40,40,80,340,PokéAPI,https://pokeapi.co/api/v2/pokemon/staravia,397,2026-07-21 11:17:17.414942+00,0.0.0-dev
staraptor,staraptor,398,85,120,70,50,60,100,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/staraptor,398,2026-07-21 11:17:17.414942+00,0.0.0-dev
bidoof,bidoof,399,59,45,40,35,40,31,250,PokéAPI,https://pokeapi.co/api/v2/pokemon/bidoof,399,2026-07-21 11:17:17.414942+00,0.0.0-dev
bibarel,bibarel,400,79,85,60,55,60,71,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/bibarel,400,2026-07-21 11:17:17.414942+00,0.0.0-dev
kricketot,kricketot,401,37,25,41,25,41,25,194,PokéAPI,https://pokeapi.co/api/v2/pokemon/kricketot,401,2026-07-21 11:17:17.414942+00,0.0.0-dev
kricketune,kricketune,402,77,85,51,55,51,65,384,PokéAPI,https://pokeapi.co/api/v2/pokemon/kricketune,402,2026-07-21 11:17:17.414942+00,0.0.0-dev
shinx,shinx,403,45,65,34,40,34,45,263,PokéAPI,https://pokeapi.co/api/v2/pokemon/shinx,403,2026-07-21 11:17:17.414942+00,0.0.0-dev
luxio,luxio,404,60,85,49,60,49,60,363,PokéAPI,https://pokeapi.co/api/v2/pokemon/luxio,404,2026-07-21 11:17:17.414942+00,0.0.0-dev
luxray,luxray,405,80,120,79,95,79,70,523,PokéAPI,https://pokeapi.co/api/v2/pokemon/luxray,405,2026-07-21 11:17:17.414942+00,0.0.0-dev
budew,budew,406,40,30,35,50,70,55,280,PokéAPI,https://pokeapi.co/api/v2/pokemon/budew,406,2026-07-21 11:17:17.414942+00,0.0.0-dev
roserade,roserade,407,60,70,65,125,105,90,515,PokéAPI,https://pokeapi.co/api/v2/pokemon/roserade,407,2026-07-21 11:17:17.414942+00,0.0.0-dev
cranidos,cranidos,408,67,125,40,30,30,58,350,PokéAPI,https://pokeapi.co/api/v2/pokemon/cranidos,408,2026-07-21 11:17:17.414942+00,0.0.0-dev
rampardos,rampardos,409,97,165,60,65,50,58,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/rampardos,409,2026-07-21 11:17:17.414942+00,0.0.0-dev
shieldon,shieldon,410,30,42,118,42,88,30,350,PokéAPI,https://pokeapi.co/api/v2/pokemon/shieldon,410,2026-07-21 11:17:17.414942+00,0.0.0-dev
bastiodon,bastiodon,411,60,52,168,47,138,30,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/bastiodon,411,2026-07-21 11:17:17.414942+00,0.0.0-dev
burmy,burmy,412,40,29,45,29,45,36,224,PokéAPI,https://pokeapi.co/api/v2/pokemon/burmy,412,2026-07-21 11:17:17.414942+00,0.0.0-dev
wormadam-plant,wormadam-plant,413,60,59,85,79,105,36,424,PokéAPI,https://pokeapi.co/api/v2/pokemon/wormadam-plant,413,2026-07-21 11:17:17.414942+00,0.0.0-dev
mothim,mothim,414,70,94,50,94,50,66,424,PokéAPI,https://pokeapi.co/api/v2/pokemon/mothim,414,2026-07-21 11:17:17.414942+00,0.0.0-dev
combee,combee,415,30,30,42,30,42,70,244,PokéAPI,https://pokeapi.co/api/v2/pokemon/combee,415,2026-07-21 11:17:17.414942+00,0.0.0-dev
vespiquen,vespiquen,416,70,80,102,80,102,40,474,PokéAPI,https://pokeapi.co/api/v2/pokemon/vespiquen,416,2026-07-21 11:17:17.414942+00,0.0.0-dev
pachirisu,pachirisu,417,60,45,70,45,90,95,405,PokéAPI,https://pokeapi.co/api/v2/pokemon/pachirisu,417,2026-07-21 11:17:17.414942+00,0.0.0-dev
buizel,buizel,418,55,65,35,60,30,85,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/buizel,418,2026-07-21 11:17:17.414942+00,0.0.0-dev
floatzel,floatzel,419,85,105,55,85,50,115,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/floatzel,419,2026-07-21 11:17:17.414942+00,0.0.0-dev
cherubi,cherubi,420,45,35,45,62,53,35,275,PokéAPI,https://pokeapi.co/api/v2/pokemon/cherubi,420,2026-07-21 11:17:17.414942+00,0.0.0-dev
cherrim,cherrim,421,70,60,70,87,78,85,450,PokéAPI,https://pokeapi.co/api/v2/pokemon/cherrim,421,2026-07-21 11:17:17.414942+00,0.0.0-dev
shellos,shellos,422,76,48,48,57,62,34,325,PokéAPI,https://pokeapi.co/api/v2/pokemon/shellos,422,2026-07-21 11:17:17.414942+00,0.0.0-dev
gastrodon,gastrodon,423,111,83,68,92,82,39,475,PokéAPI,https://pokeapi.co/api/v2/pokemon/gastrodon,423,2026-07-21 11:17:17.414942+00,0.0.0-dev
ambipom,ambipom,424,75,100,66,60,66,115,482,PokéAPI,https://pokeapi.co/api/v2/pokemon/ambipom,424,2026-07-21 11:17:17.414942+00,0.0.0-dev
drifloon,drifloon,425,90,50,34,60,44,70,348,PokéAPI,https://pokeapi.co/api/v2/pokemon/drifloon,425,2026-07-21 11:17:17.414942+00,0.0.0-dev
drifblim,drifblim,426,150,80,44,90,54,80,498,PokéAPI,https://pokeapi.co/api/v2/pokemon/drifblim,426,2026-07-21 11:17:17.414942+00,0.0.0-dev
buneary,buneary,427,55,66,44,44,56,85,350,PokéAPI,https://pokeapi.co/api/v2/pokemon/buneary,427,2026-07-21 11:17:17.414942+00,0.0.0-dev
lopunny,lopunny,428,65,76,84,54,96,105,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/lopunny,428,2026-07-21 11:17:17.414942+00,0.0.0-dev
mismagius,mismagius,429,60,60,60,105,105,105,495,PokéAPI,https://pokeapi.co/api/v2/pokemon/mismagius,429,2026-07-21 11:17:17.414942+00,0.0.0-dev
honchkrow,honchkrow,430,100,125,52,105,52,71,505,PokéAPI,https://pokeapi.co/api/v2/pokemon/honchkrow,430,2026-07-21 11:17:17.414942+00,0.0.0-dev
glameow,glameow,431,49,55,42,42,37,85,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/glameow,431,2026-07-21 11:17:17.414942+00,0.0.0-dev
purugly,purugly,432,71,82,64,64,59,112,452,PokéAPI,https://pokeapi.co/api/v2/pokemon/purugly,432,2026-07-21 11:17:17.414942+00,0.0.0-dev
chingling,chingling,433,45,30,50,65,50,45,285,PokéAPI,https://pokeapi.co/api/v2/pokemon/chingling,433,2026-07-21 11:17:17.414942+00,0.0.0-dev
stunky,stunky,434,63,63,47,41,41,74,329,PokéAPI,https://pokeapi.co/api/v2/pokemon/stunky,434,2026-07-21 11:17:17.414942+00,0.0.0-dev
skuntank,skuntank,435,103,93,67,71,61,84,479,PokéAPI,https://pokeapi.co/api/v2/pokemon/skuntank,435,2026-07-21 11:17:17.414942+00,0.0.0-dev
bronzor,bronzor,436,57,24,86,24,86,23,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/bronzor,436,2026-07-21 11:17:17.414942+00,0.0.0-dev
bronzong,bronzong,437,67,89,116,79,116,33,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/bronzong,437,2026-07-21 11:17:17.414942+00,0.0.0-dev
bonsly,bonsly,438,50,80,95,10,45,10,290,PokéAPI,https://pokeapi.co/api/v2/pokemon/bonsly,438,2026-07-21 11:17:17.414942+00,0.0.0-dev
mime-jr,mime-jr,439,20,25,45,70,90,60,310,PokéAPI,https://pokeapi.co/api/v2/pokemon/mime-jr,439,2026-07-21 11:17:17.414942+00,0.0.0-dev
happiny,happiny,440,100,5,5,15,65,30,220,PokéAPI,https://pokeapi.co/api/v2/pokemon/happiny,440,2026-07-21 11:17:17.414942+00,0.0.0-dev
chatot,chatot,441,76,65,45,92,42,91,411,PokéAPI,https://pokeapi.co/api/v2/pokemon/chatot,441,2026-07-21 11:17:17.414942+00,0.0.0-dev
spiritomb,spiritomb,442,50,92,108,92,108,35,485,PokéAPI,https://pokeapi.co/api/v2/pokemon/spiritomb,442,2026-07-21 11:17:17.414942+00,0.0.0-dev
gible,gible,443,58,70,45,40,45,42,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/gible,443,2026-07-21 11:17:17.414942+00,0.0.0-dev
gabite,gabite,444,68,90,65,50,55,82,410,PokéAPI,https://pokeapi.co/api/v2/pokemon/gabite,444,2026-07-21 11:17:17.414942+00,0.0.0-dev
garchomp,garchomp,445,108,130,95,80,85,102,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/garchomp,445,2026-07-21 11:17:17.414942+00,0.0.0-dev
munchlax,munchlax,446,135,85,40,40,85,5,390,PokéAPI,https://pokeapi.co/api/v2/pokemon/munchlax,446,2026-07-21 11:17:17.414942+00,0.0.0-dev
riolu,riolu,447,40,70,40,35,40,60,285,PokéAPI,https://pokeapi.co/api/v2/pokemon/riolu,447,2026-07-21 11:17:17.414942+00,0.0.0-dev
lucario,lucario,448,70,110,70,115,70,90,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/lucario,448,2026-07-21 11:17:17.414942+00,0.0.0-dev
hippopotas,hippopotas,449,68,72,78,38,42,32,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/hippopotas,449,2026-07-21 11:17:17.414942+00,0.0.0-dev
hippowdon,hippowdon,450,108,112,118,68,72,47,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/hippowdon,450,2026-07-21 11:17:17.414942+00,0.0.0-dev
skorupi,skorupi,451,40,50,90,30,55,65,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/skorupi,451,2026-07-21 11:17:17.414942+00,0.0.0-dev
drapion,drapion,452,70,90,110,60,75,95,500,PokéAPI,https://pokeapi.co/api/v2/pokemon/drapion,452,2026-07-21 11:17:17.414942+00,0.0.0-dev
croagunk,croagunk,453,48,61,40,61,40,50,300,PokéAPI,https://pokeapi.co/api/v2/pokemon/croagunk,453,2026-07-21 11:17:17.414942+00,0.0.0-dev
toxicroak,toxicroak,454,83,106,65,86,65,85,490,PokéAPI,https://pokeapi.co/api/v2/pokemon/toxicroak,454,2026-07-21 11:17:17.414942+00,0.0.0-dev
carnivine,carnivine,455,74,100,72,90,72,46,454,PokéAPI,https://pokeapi.co/api/v2/pokemon/carnivine,455,2026-07-21 11:17:17.414942+00,0.0.0-dev
finneon,finneon,456,49,49,56,49,61,66,330,PokéAPI,https://pokeapi.co/api/v2/pokemon/finneon,456,2026-07-21 11:17:17.414942+00,0.0.0-dev
lumineon,lumineon,457,69,69,76,69,86,91,460,PokéAPI,https://pokeapi.co/api/v2/pokemon/lumineon,457,2026-07-21 11:17:17.414942+00,0.0.0-dev
mantyke,mantyke,458,45,20,50,60,120,50,345,PokéAPI,https://pokeapi.co/api/v2/pokemon/mantyke,458,2026-07-21 11:17:17.414942+00,0.0.0-dev
snover,snover,459,60,62,50,62,60,40,334,PokéAPI,https://pokeapi.co/api/v2/pokemon/snover,459,2026-07-21 11:17:17.414942+00,0.0.0-dev
abomasnow,abomasnow,460,90,92,75,92,85,60,494,PokéAPI,https://pokeapi.co/api/v2/pokemon/abomasnow,460,2026-07-21 11:17:17.414942+00,0.0.0-dev
weavile,weavile,461,70,120,65,45,85,125,510,PokéAPI,https://pokeapi.co/api/v2/pokemon/weavile,461,2026-07-21 11:17:17.414942+00,0.0.0-dev
magnezone,magnezone,462,70,70,115,130,90,60,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/magnezone,462,2026-07-21 11:17:17.414942+00,0.0.0-dev
lickilicky,lickilicky,463,110,85,95,80,95,50,515,PokéAPI,https://pokeapi.co/api/v2/pokemon/lickilicky,463,2026-07-21 11:17:17.414942+00,0.0.0-dev
rhyperior,rhyperior,464,115,140,130,55,55,40,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/rhyperior,464,2026-07-21 11:17:17.414942+00,0.0.0-dev
tangrowth,tangrowth,465,100,100,125,110,50,50,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/tangrowth,465,2026-07-21 11:17:17.414942+00,0.0.0-dev
electivire,electivire,466,75,123,67,95,85,95,540,PokéAPI,https://pokeapi.co/api/v2/pokemon/electivire,466,2026-07-21 11:17:17.414942+00,0.0.0-dev
magmortar,magmortar,467,75,95,67,125,95,83,540,PokéAPI,https://pokeapi.co/api/v2/pokemon/magmortar,467,2026-07-21 11:17:17.414942+00,0.0.0-dev
togekiss,togekiss,468,85,50,95,120,115,80,545,PokéAPI,https://pokeapi.co/api/v2/pokemon/togekiss,468,2026-07-21 11:17:17.414942+00,0.0.0-dev
yanmega,yanmega,469,86,76,86,116,56,95,515,PokéAPI,https://pokeapi.co/api/v2/pokemon/yanmega,469,2026-07-21 11:17:17.414942+00,0.0.0-dev
leafeon,leafeon,470,65,110,130,60,65,95,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/leafeon,470,2026-07-21 11:17:17.414942+00,0.0.0-dev
glaceon,glaceon,471,65,60,110,130,95,65,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/glaceon,471,2026-07-21 11:17:17.414942+00,0.0.0-dev
gliscor,gliscor,472,75,95,125,45,75,95,510,PokéAPI,https://pokeapi.co/api/v2/pokemon/gliscor,472,2026-07-21 11:17:17.414942+00,0.0.0-dev
mamoswine,mamoswine,473,110,130,80,70,60,80,530,PokéAPI,https://pokeapi.co/api/v2/pokemon/mamoswine,473,2026-07-21 11:17:17.414942+00,0.0.0-dev
porygon-z,porygon-z,474,85,80,70,135,75,90,535,PokéAPI,https://pokeapi.co/api/v2/pokemon/porygon-z,474,2026-07-21 11:17:17.414942+00,0.0.0-dev
gallade,gallade,475,68,125,65,65,115,80,518,PokéAPI,https://pokeapi.co/api/v2/pokemon/gallade,475,2026-07-21 11:17:17.414942+00,0.0.0-dev
probopass,probopass,476,60,55,145,75,150,40,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/probopass,476,2026-07-21 11:17:17.414942+00,0.0.0-dev
dusknoir,dusknoir,477,45,100,135,65,135,45,525,PokéAPI,https://pokeapi.co/api/v2/pokemon/dusknoir,477,2026-07-21 11:17:17.414942+00,0.0.0-dev
froslass,froslass,478,70,80,70,80,70,110,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/froslass,478,2026-07-21 11:17:17.414942+00,0.0.0-dev
rotom,rotom,479,50,50,77,95,77,91,440,PokéAPI,https://pokeapi.co/api/v2/pokemon/rotom,479,2026-07-21 11:17:17.414942+00,0.0.0-dev
uxie,uxie,480,75,75,130,75,130,95,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/uxie,480,2026-07-21 11:17:17.414942+00,0.0.0-dev
mesprit,mesprit,481,80,105,105,105,105,80,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/mesprit,481,2026-07-21 11:17:17.414942+00,0.0.0-dev
azelf,azelf,482,75,125,70,125,70,115,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/azelf,482,2026-07-21 11:17:17.414942+00,0.0.0-dev
dialga,dialga,483,100,120,120,150,100,90,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/dialga,483,2026-07-21 11:17:17.414942+00,0.0.0-dev
palkia,palkia,484,90,120,100,150,120,100,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/palkia,484,2026-07-21 11:17:17.414942+00,0.0.0-dev
heatran,heatran,485,91,90,106,130,106,77,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/heatran,485,2026-07-21 11:17:17.414942+00,0.0.0-dev
regigigas,regigigas,486,110,160,110,80,110,100,670,PokéAPI,https://pokeapi.co/api/v2/pokemon/regigigas,486,2026-07-21 11:17:17.414942+00,0.0.0-dev
giratina-altered,giratina-altered,487,150,100,120,100,120,90,680,PokéAPI,https://pokeapi.co/api/v2/pokemon/giratina-altered,487,2026-07-21 11:17:17.414942+00,0.0.0-dev
cresselia,cresselia,488,120,70,110,75,120,85,580,PokéAPI,https://pokeapi.co/api/v2/pokemon/cresselia,488,2026-07-21 11:17:17.414942+00,0.0.0-dev
phione,phione,489,80,80,80,80,80,80,480,PokéAPI,https://pokeapi.co/api/v2/pokemon/phione,489,2026-07-21 11:17:17.414942+00,0.0.0-dev
manaphy,manaphy,490,100,100,100,100,100,100,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/manaphy,490,2026-07-21 11:17:17.414942+00,0.0.0-dev
darkrai,darkrai,491,70,90,90,135,90,125,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/darkrai,491,2026-07-21 11:17:17.414942+00,0.0.0-dev
shaymin-land,shaymin-land,492,100,100,100,100,100,100,600,PokéAPI,https://pokeapi.co/api/v2/pokemon/shaymin-land,492,2026-07-21 11:17:17.414942+00,0.0.0-dev
arceus,arceus,493,120,120,120,120,120,120,720,PokéAPI,https://pokeapi.co/api/v2/pokemon/arceus,493,2026-07-21 11:17:17.414942+00,0.0.0-dev
