pokemon_key,pokemon_id,pokemon_name,form_name,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
ampharos,181,ampharos,ampharos,PokéAPI,https://pokeapi.co/api/v2/pokemon/ampharos,181,2026-07-21 11:17:17.414942+00,0.0.0-dev
bellossom,182,bellossom,bellossom,PokéAPI,https://pokeapi.co/api/v2/pokemon/bellossom,182,2026-07-21 11:17:17.414942+00,0.0.0-dev
marill,183,marill,marill,PokéAPI,https://pokeapi.co/api/v2/pokemon/marill,183,2026-07-21 11:17:17.414942+00,0.0.0-dev
azumarill,184,azumarill,azumarill,PokéAPI,https://pokeapi.co/api/v2/pokemon/azumarill,184,2026-07-21 11:17:17.414942+00,0.0.0-dev
sudowoodo,185,sudowoodo,sudowoodo,PokéAPI,https://pokeapi.co/api/v2/pokemon/sudowoodo,185,2026-07-21 11:17:17.414942+00,0.0.0-dev
politoed,186,politoed,politoed,PokéAPI,https://pokeapi.co/api/v2/pokemon/politoed,186,2026-07-21 11:17:17.414942+00,0.0.0-dev
hoppip,187,hoppip,hoppip,PokéAPI,https://pokeapi.co/api/v2/pokemon/hoppip,187,2026-07-21 11:17:17.414942+00,0.0.0-dev
skiploom,188,skiploom,skiploom,PokéAPI,https://pokeapi.co/api/v2/pokemon/skiploom,188,2026-07-21 11:17:17.414942+00,0.0.0-dev
jumpluff,189,jumpluff,jumpluff,PokéAPI,https://pokeapi.co/api/v2/pokemon/jumpluff,189,2026-07-21 11:17:17.414942+00,0.0.0-dev
aipom,190,aipom,aipom,PokéAPI,https://pokeapi.co/api/v2/pokemon/aipom,190,2026-07-21 11:17:17.414942+00,0.0.0-dev
sunkern,191,sunkern,sunkern,PokéAPI,https://pokeapi.co/api/v2/pokemon/sunkern,191,2026-07-21 11:17:17.414942+00,0.0.0-dev
sunflora,192,sunflora,sunflora,PokéAPI,https://pokeapi.co/api/v2/pokemon/sunflora,192,2026-07-21 11:17:17.414942+00,0.0.0-dev
yanma,193,yanma,yanma,PokéAPI,https://pokeapi.co/api/v2/pokemon/yanma,193,2026-07-21 11:17:17.414942+00,0.0.0-dev
wooper,194,wooper,wooper,PokéAPI,https://pokeapi.co/api/v2/pokemon/wooper,194,2026-07-21 11:17:17.414942+00,0.0.0-dev
quagsire,195,quagsire,quagsire,PokéAPI,https://pokeapi.co/api/v2/pokemon/quagsire,195,2026-07-21 11:17:17.414942+00,0.0.0-dev
espeon,196,espeon,espeon,PokéAPI,https://pokeapi.co/api/v2/pokemon/espeon,196,2026-07-21 11:17:17.414942+00,0.0.0-dev
umbreon,197,umbreon,umbreon,PokéAPI,https://pokeapi.co/api/v2/pokemon/umbreon,197,2026-07-21 11:17:17.414942+00,0.0.0-dev
murkrow,198,murkrow,murkrow,PokéAPI,https://pokeapi.co/api/v2/pokemon/murkrow,198,2026-07-21 11:17:17.414942+00,0.0.0-dev
slowking,199,slowking,slowking,PokéAPI,https://pokeapi.co/api/v2/pokemon/slowking,199,2026-07-21 11:17:17.414942+00,0.0.0-dev
misdreavus,200,misdreavus,misdreavus,PokéAPI,https://pokeapi.co/api/v2/pokemon/misdreavus,200,2026-07-21 11:17:17.414942+00,0.0.0-dev
unown,201,unown,unown,PokéAPI,https://pokeapi.co/api/v2/pokemon/unown,201,2026-07-21 11:17:17.414942+00,0.0.0-dev
wobbuffet,202,wobbuffet,wobbuffet,PokéAPI,https://pokeapi.co/api/v2/pokemon/wobbuffet,202,2026-07-21 11:17:17.414942+00,0.0.0-dev
girafarig,203,girafarig,girafarig,PokéAPI,https://pokeapi.co/api/v2/pokemon/girafarig,203,2026-07-21 11:17:17.414942+00,0.0.0-dev
pineco,204,pineco,pineco,PokéAPI,https://pokeapi.co/api/v2/pokemon/pineco,204,2026-07-21 11:17:17.414942+00,0.0.0-dev
forretress,205,forretress,forretress,PokéAPI,https://pokeapi.co/api/v2/pokemon/forretress,205,2026-07-21 11:17:17.414942+00,0.0.0-dev
dunsparce,206,dunsparce,dunsparce,PokéAPI,https://pokeapi.co/api/v2/pokemon/dunsparce,206,2026-07-21 11:17:17.414942+00,0.0.0-dev
gligar,207,gligar,gligar,PokéAPI,https://pokeapi.co/api/v2/pokemon/gligar,207,2026-07-21 11:17:17.414942+00,0.0.0-dev
steelix,208,steelix,steelix,PokéAPI,https://pokeapi.co/api/v2/pokemon/steelix,208,2026-07-21 11:17:17.414942+00,0.0.0-dev
snubbull,209,snubbull,snubbull,PokéAPI,https://pokeapi.co/api/v2/pokemon/snubbull,209,2026-07-21 11:17:17.414942+00,0.0.0-dev
granbull,210,granbull,granbull,PokéAPI,https://pokeapi.co/api/v2/pokemon/granbull,210,2026-07-21 11:17:17.414942+00,0.0.0-dev
qwilfish,211,qwilfish,qwilfish,PokéAPI,https://pokeapi.co/api/v2/pokemon/qwilfish,211,2026-07-21 11:17:17.414942+00,0.0.0-dev
scizor,212,scizor,scizor,PokéAPI,https://pokeapi.co/api/v2/pokemon/scizor,212,2026-07-21 11:17:17.414942+00,0.0.0-dev
shuckle,213,shuckle,shuckle,PokéAPI,https://pokeapi.co/api/v2/pokemon/shuckle,213,2026-07-21 11:17:17.414942+00,0.0.0-dev
heracross,214,heracross,heracross,PokéAPI,https://pokeapi.co/api/v2/pokemon/heracross,214,2026-07-21 11:17:17.414942+00,0.0.0-dev
sneasel,215,sneasel,sneasel,PokéAPI,https://pokeapi.co/api/v2/pokemon/sneasel,215,2026-07-21 11:17:17.414942+00,0.0.0-dev
teddiursa,216,teddiursa,teddiursa,PokéAPI,https://pokeapi.co/api/v2/pokemon/teddiursa,216,2026-07-21 11:17:17.414942+00,0.0.0-dev
ursaring,217,ursaring,ursaring,PokéAPI,https://pokeapi.co/api/v2/pokemon/ursaring,217,2026-07-21 11:17:17.414942+00,0.0.0-dev
slugma,218,slugma,slugma,PokéAPI,https://pokeapi.co/api/v2/pokemon/slugma,218,2026-07-21 11:17:17.414942+00,0.0.0-dev
magcargo,219,magcargo,magcargo,PokéAPI,https://pokeapi.co/api/v2/pokemon/magcargo,219,2026-07-21 11:17:17.414942+00,0.0.0-dev
swinub,220,swinub,swinub,PokéAPI,https://pokeapi.co/api/v2/pokemon/swinub,220,2026-07-21 11:17:17.414942+00,0.0.0-dev
piloswine,221,piloswine,piloswine,PokéAPI,https://pokeapi.co/api/v2/pokemon/piloswine,221,2026-07-21 11:17:17.414942+00,0.0.0-dev
corsola,222,corsola,corsola,PokéAPI,https://pokeapi.co/api/v2/pokemon/corsola,222,2026-07-21 11:17:17.414942+00,0.0.0-dev
remoraid,223,remoraid,remoraid,PokéAPI,https://pokeapi.co/api/v2/pokemon/remoraid,223,2026-07-21 11:17:17.414942+00,0.0.0-dev
octillery,224,octillery,octillery,PokéAPI,https://pokeapi.co/api/v2/pokemon/octillery,224,2026-07-21 11:17:17.414942+00,0.0.0-dev
delibird,225,delibird,delibird,PokéAPI,https://pokeapi.co/api/v2/pokemon/delibird,225,2026-07-21 11:17:17.414942+00,0.0.0-dev
mantine,226,mantine,mantine,PokéAPI,https://pokeapi.co/api/v2/pokemon/mantine,226,2026-07-21 11:17:17.414942+00,0.0.0-dev
skarmory,227,skarmory,skarmory,PokéAPI,https://pokeapi.co/api/v2/pokemon/skarmory,227,2026-07-21 11:17:17.414942+00,0.0.0-dev
houndour,228,houndour,houndour,PokéAPI,https://pokeapi.co/api/v2/pokemon/houndour,228,2026-07-21 11:17:17.414942+00,0.0.0-dev
houndoom,229,houndoom,houndoom,PokéAPI,https://pokeapi.co/api/v2/pokemon/houndoom,229,2026-07-21 11:17:17.414942+00,0.0.0-dev
kingdra,230,kingdra,kingdra,PokéAPI,https://pokeapi.co/api/v2/pokemon/kingdra,230,2026-07-21 11:17:17.414942+00,0.0.0-dev
phanpy,231,phanpy,phanpy,PokéAPI,https://pokeapi.co/api/v2/pokemon/phanpy,231,2026-07-21 11:17:17.414942+00,0.0.0-dev
donphan,232,donphan,donphan,PokéAPI,https://pokeapi.co/api/v2/pokemon/donphan,232,2026-07-21 11:17:17.414942+00,0.0.0-dev
porygon2,233,porygon2,porygon2,PokéAPI,https://pokeapi.co/api/v2/pokemon/porygon2,233,2026-07-21 11:17:17.414942+00,0.0.0-dev
stantler,234,stantler,stantler,PokéAPI,https://pokeapi.co/api/v2/pokemon/stantler,234,2026-07-21 11:17:17.414942+00,0.0.0-dev
smeargle,235,smeargle,smeargle,PokéAPI,https://pokeapi.co/api/v2/pokemon/smeargle,235,2026-07-21 11:17:17.414942+00,0.0.0-dev
tyrogue,236,tyrogue,tyrogue,PokéAPI,https://pokeapi.co/api/v2/pokemon/tyrogue,236,2026-07-21 11:17:17.414942+00,0.0.0-dev
hitmontop,237,hitmontop,hitmontop,PokéAPI,https://pokeapi.co/api/v2/pokemon/hitmontop,237,2026-07-21 11:17:17.414942+00,0.0.0-dev
smoochum,238,smoochum,smoochum,PokéAPI,https://pokeapi.co/api/v2/pokemon/smoochum,238,2026-07-21 11:17:17.414942+00,0.0.0-dev
elekid,239,elekid,elekid,PokéAPI,https://pokeapi.co/api/v2/pokemon/elekid,239,2026-07-21 11:17:17.414942+00,0.0.0-dev
magby,240,magby,magby,PokéAPI,https://pokeapi.co/api/v2/pokemon/magby,240,2026-07-21 11:17:17.414942+00,0.0.0-dev
miltank,241,miltank,miltank,PokéAPI,https://pokeapi.co/api/v2/pokemon/miltank,241,2026-07-21 11:17:17.414942+00,0.0.0-dev
blissey,242,blissey,blissey,PokéAPI,https://pokeapi.co/api/v2/pokemon/blissey,242,2026-07-21 11:17:17.414942+00,0.0.0-dev
raikou,243,raikou,raikou,PokéAPI,https://pokeapi.co/api/v2/pokemon/raikou,243,2026-07-21 11:17:17.414942+00,0.0.0-dev
entei,244,entei,entei,PokéAPI,https://pokeapi.co/api/v2/pokemon/entei,244,2026-07-21 11:17:17.414942+00,0.0.0-dev
suicune,245,suicune,suicune,PokéAPI,https://pokeapi.co/api/v2/pokemon/suicune,245,2026-07-21 11:17:17.414942+00,0.0.0-dev
larvitar,246,larvitar,larvitar,PokéAPI,https://pokeapi.co/api/v2/pokemon/larvitar,246,2026-07-21 11:17:17.414942+00,0.0.0-dev
pupitar,247,pupitar,pupitar,PokéAPI,https://pokeapi.co/api/v2/pokemon/pupitar,247,2026-07-21 11:17:17.414942+00,0.0.0-dev
tyranitar,248,tyranitar,tyranitar,PokéAPI,https://pokeapi.co/api/v2/pokemon/tyranitar,248,2026-07-21 11:17:17.414942+00,0.0.0-dev
lugia,249,lugia,lugia,PokéAPI,https://pokeapi.co/api/v2/pokemon/lugia,249,2026-07-21 11:17:17.414942+00,0.0.0-dev
ho-oh,250,ho-oh,ho-oh,PokéAPI,https://pokeapi.co/api/v2/pokemon/ho-oh,250,2026-07-21 11:17:17.414942+00,0.0.0-dev
celebi,251,celebi,celebi,PokéAPI,https://pokeapi.co/api/v2/pokemon/celebi,251,2026-07-21 11:17:17.414942+00,0.0.0-dev
treecko,252,treecko,treecko,PokéAPI,https://pokeapi.co/api/v2/pokemon/treecko,252,2026-07-21 11:17:17.414942+00,0.0.0-dev
grovyle,253,grovyle,grovyle,PokéAPI,https://pokeapi.co/api/v2/pokemon/grovyle,253,2026-07-21 11:17:17.414942+00,0.0.0-dev
sceptile,254,sceptile,sceptile,PokéAPI,https://pokeapi.co/api/v2/pokemon/sceptile,254,2026-07-21 11:17:17.414942+00,0.0.0-dev
torchic,255,torchic,torchic,PokéAPI,https://pokeapi.co/api/v2/pokemon/torchic,255,2026-07-21 11:17:17.414942+00,0.0.0-dev
combusken,256,combusken,combusken,PokéAPI,https://pokeapi.co/api/v2/pokemon/combusken,256,2026-07-21 11:17:17.414942+00,0.0.0-dev
blaziken,257,blaziken,blaziken,PokéAPI,https://pokeapi.co/api/v2/pokemon/blaziken,257,2026-07-21 11:17:17.414942+00,0.0.0-dev
mudkip,258,mudkip,mudkip,PokéAPI,https://pokeapi.co/api/v2/pokemon/mudkip,258,2026-07-21 11:17:17.414942+00,0.0.0-dev
marshtomp,259,marshtomp,marshtomp,PokéAPI,https://pokeapi.co/api/v2/pokemon/marshtomp,259,2026-07-21 11:17:17.414942+00,0.0.0-dev
swampert,260,swampert,swampert,PokéAPI,https://pokeapi.co/api/v2/pokemon/swampert,260,2026-07-21 11:17:17.414942+00,0.0.0-dev
poochyena,261,poochyena,poochyena,PokéAPI,https://pokeapi.co/api/v2/pokemon/poochyena,261,2026-07-21 11:17:17.414942+00,0.0.0-dev
mightyena,262,mightyena,mightyena,PokéAPI,https://pokeapi.co/api/v2/pokemon/mightyena,262,2026-07-21 11:17:17.414942+00,0.0.0-dev
zigzagoon,263,zigzagoon,zigzagoon,PokéAPI,https://pokeapi.co/api/v2/pokemon/zigzagoon,263,2026-07-21 11:17:17.414942+00,0.0.0-dev
linoone,264,linoone,linoone,PokéAPI,https://pokeapi.co/api/v2/pokemon/linoone,264,2026-07-21 11:17:17.414942+00,0.0.0-dev
wurmple,265,wurmple,wurmple,PokéAPI,https://pokeapi.co/api/v2/pokemon/wurmple,265,2026-07-21 11:17:17.414942+00,0.0.0-dev
silcoon,266,silcoon,silcoon,PokéAPI,https://pokeapi.co/api/v2/pokemon/silcoon,266,2026-07-21 11:17:17.414942+00,0.0.0-dev
beautifly,267,beautifly,beautifly,PokéAPI,https://pokeapi.co/api/v2/pokemon/beautifly,267,2026-07-21 11:17:17.414942+00,0.0.0-dev
cascoon,268,cascoon,cascoon,PokéAPI,https://pokeapi.co/api/v2/pokemon/cascoon,268,2026-07-21 11:17:17.414942+00,0.0.0-dev
dustox,269,dustox,dustox,PokéAPI,https://pokeapi.co/api/v2/pokemon/dustox,269,2026-07-21 11:17:17.414942+00,0.0.0-dev
lotad,270,lotad,lotad,PokéAPI,https://pokeapi.co/api/v2/pokemon/lotad,270,2026-07-21 11:17:17.414942+00,0.0.0-dev
lombre,271,lombre,lombre,PokéAPI,https://pokeapi.co/api/v2/pokemon/lombre,271,2026-07-21 11:17:17.414942+00,0.0.0-dev
ludicolo,272,ludicolo,ludicolo,PokéAPI,https://pokeapi.co/api/v2/pokemon/ludicolo,272,2026-07-21 11:17:17.414942+00,0.0.0-dev
seedot,273,seedot,seedot,PokéAPI,https://pokeapi.co/api/v2/pokemon/seedot,273,2026-07-21 11:17:17.414942+00,0.0.0-dev
nuzleaf,274,nuzleaf,nuzleaf,PokéAPI,https://pokeapi.co/api/v2/pokemon/nuzleaf,274,2026-07-21 11:17:17.414942+00,0.0.0-dev
shiftry,275,shiftry,shiftry,PokéAPI,https://pokeapi.co/api/v2/pokemon/shiftry,275,2026-07-21 11:17:17.414942+00,0.0.0-dev
taillow,276,taillow,taillow,PokéAPI,https://pokeapi.co/api/v2/pokemon/taillow,276,2026-07-21 11:17:17.414942+00,0.0.0-dev
swellow,277,swellow,swellow,PokéAPI,https://pokeapi.co/api/v2/pokemon/swellow,277,2026-07-21 11:17:17.414942+00,0.0.0-dev
wingull,278,wingull,wingull,PokéAPI,https://pokeapi.co/api/v2/pokemon/wingull,278,2026-07-21 11:17:17.414942+00,0.0.0-dev
pelipper,279,pelipper,pelipper,PokéAPI,https://pokeapi.co/api/v2/pokemon/pelipper,279,2026-07-21 11:17:17.414942+00,0.0.0-dev
ralts,280,ralts,ralts,PokéAPI,https://pokeapi.co/api/v2/pokemon/ralts,280,2026-07-21 11:17:17.414942+00,0.0.0-dev
kirlia,281,kirlia,kirlia,PokéAPI,https://pokeapi.co/api/v2/pokemon/kirlia,281,2026-07-21 11:17:17.414942+00,0.0.0-dev
gardevoir,282,gardevoir,gardevoir,PokéAPI,https://pokeapi.co/api/v2/pokemon/gardevoir,282,2026-07-21 11:17:17.414942+00,0.0.0-dev
surskit,283,surskit,surskit,PokéAPI,https://pokeapi.co/api/v2/pokemon/surskit,283,2026-07-21 11:17:17.414942+00,0.0.0-dev
masquerain,284,masquerain,masquerain,PokéAPI,https://pokeapi.co/api/v2/pokemon/masquerain,284,2026-07-21 11:17:17.414942+00,0.0.0-dev
shroomish,285,shroomish,shroomish,PokéAPI,https://pokeapi.co/api/v2/pokemon/shroomish,285,2026-07-21 11:17:17.414942+00,0.0.0-dev
breloom,286,breloom,breloom,PokéAPI,https://pokeapi.co/api/v2/pokemon/breloom,286,2026-07-21 11:17:17.414942+00,0.0.0-dev
slakoth,287,slakoth,slakoth,PokéAPI,https://pokeapi.co/api/v2/pokemon/slakoth,287,2026-07-21 11:17:17.414942+00,0.0.0-dev
vigoroth,288,vigoroth,vigoroth,PokéAPI,https://pokeapi.co/api/v2/pokemon/vigoroth,288,2026-07-21 11:17:17.414942+00,0.0.0-dev
slaking,289,slaking,slaking,PokéAPI,https://pokeapi.co/api/v2/pokemon/slaking,289,2026-07-21 11:17:17.414942+00,0.0.0-dev
nincada,290,nincada,nincada,PokéAPI,https://pokeapi.co/api/v2/pokemon/nincada,290,2026-07-21 11:17:17.414942+00,0.0.0-dev
ninjask,291,ninjask,ninjask,PokéAPI,https://pokeapi.co/api/v2/pokemon/ninjask,291,2026-07-21 11:17:17.414942+00,0.0.0-dev
shedinja,292,shedinja,shedinja,PokéAPI,https://pokeapi.co/api/v2/pokemon/shedinja,292,2026-07-21 11:17:17.414942+00,0.0.0-dev
whismur,293,whismur,whismur,PokéAPI,https://pokeapi.co/api/v2/pokemon/whismur,293,2026-07-21 11:17:17.414942+00,0.0.0-dev
loudred,294,loudred,loudred,PokéAPI,https://pokeapi.co/api/v2/pokemon/loudred,294,2026-07-21 11:17:17.414942+00,0.0.0-dev
exploud,295,exploud,exploud,PokéAPI,https://pokeapi.co/api/v2/pokemon/exploud,295,2026-07-21 11:17:17.414942+00,0.0.0-dev
makuhita,296,makuhita,makuhita,PokéAPI,https://pokeapi.co/api/v2/pokemon/makuhita,296,2026-07-21 11:17:17.414942+00,0.0.0-dev
hariyama,297,hariyama,hariyama,PokéAPI,https://pokeapi.co/api/v2/pokemon/hariyama,297,2026-07-21 11:17:17.414942+00,0.0.0-dev
azurill,298,azurill,azurill,PokéAPI,https://pokeapi.co/api/v2/pokemon/azurill,298,2026-07-21 11:17:17.414942+00,0.0.0-dev
nosepass,299,nosepass,nosepass,PokéAPI,https://pokeapi.co/api/v2/pokemon/nosepass,299,2026-07-21 11:17:17.414942+00,0.0.0-dev
skitty,300,skitty,skitty,PokéAPI,https://pokeapi.co/api/v2/pokemon/skitty,300,2026-07-21 11:17:17.414942+00,0.0.0-dev
delcatty,301,delcatty,delcatty,PokéAPI,https://pokeapi.co/api/v2/pokemon/delcatty,301,2026-07-21 11:17:17.414942+00,0.0.0-dev
sableye,302,sableye,sableye,PokéAPI,https://pokeapi.co/api/v2/pokemon/sableye,302,2026-07-21 11:17:17.414942+00,0.0.0-dev
mawile,303,mawile,mawile,PokéAPI,https://pokeapi.co/api/v2/pokemon/mawile,303,2026-07-21 11:17:17.414942+00,0.0.0-dev
aron,304,aron,aron,PokéAPI,https://pokeapi.co/api/v2/pokemon/aron,304,2026-07-21 11:17:17.414942+00,0.0.0-dev
lairon,305,lairon,lairon,PokéAPI,https://pokeapi.co/api/v2/pokemon/lairon,305,2026-07-21 11:17:17.414942+00,0.0.0-dev
aggron,306,aggron,aggron,PokéAPI,https://pokeapi.co/api/v2/pokemon/aggron,306,2026-07-21 11:17:17.414942+00,0.0.0-dev
meditite,307,meditite,meditite,PokéAPI,https://pokeapi.co/api/v2/pokemon/meditite,307,2026-07-21 11:17:17.414942+00,0.0.0-dev
medicham,308,medicham,medicham,PokéAPI,https://pokeapi.co/api/v2/pokemon/medicham,308,2026-07-21 11:17:17.414942+00,0.0.0-dev
electrike,309,electrike,electrike,PokéAPI,https://pokeapi.co/api/v2/pokemon/electrike,309,2026-07-21 11:17:17.414942+00,0.0.0-dev
manectric,310,manectric,manectric,PokéAPI,https://pokeapi.co/api/v2/pokemon/manectric,310,2026-07-21 11:17:17.414942+00,0.0.0-dev
plusle,311,plusle,plusle,PokéAPI,https://pokeapi.co/api/v2/pokemon/plusle,311,2026-07-21 11:17:17.414942+00,0.0.0-dev
minun,312,minun,minun,PokéAPI,https://pokeapi.co/api/v2/pokemon/minun,312,2026-07-21 11:17:17.414942+00,0.0.0-dev
volbeat,313,volbeat,volbeat,PokéAPI,https://pokeapi.co/api/v2/pokemon/volbeat,313,2026-07-21 11:17:17.414942+00,0.0.0-dev
illumise,314,illumise,illumise,PokéAPI,https://pokeapi.co/api/v2/pokemon/illumise,314,2026-07-21 11:17:17.414942+00,0.0.0-dev
roselia,315,roselia,roselia,PokéAPI,https://pokeapi.co/api/v2/pokemon/roselia,315,2026-07-21 11:17:17.414942+00,0.0.0-dev
gulpin,316,gulpin,gulpin,PokéAPI,https://pokeapi.co/api/v2/pokemon/gulpin,316,2026-07-21 11:17:17.414942+00,0.0.0-dev
swalot,317,swalot,swalot,PokéAPI,https://pokeapi.co/api/v2/pokemon/swalot,317,2026-07-21 11:17:17.414942+00,0.0.0-dev
carvanha,318,carvanha,carvanha,PokéAPI,https://pokeapi.co/api/v2/pokemon/carvanha,318,2026-07-21 11:17:17.414942+00,0.0.0-dev
sharpedo,319,sharpedo,sharpedo,PokéAPI,https://pokeapi.co/api/v2/pokemon/sharpedo,319,2026-07-21 11:17:17.414942+00,0.0.0-dev
wailmer,320,wailmer,wailmer,PokéAPI,https://pokeapi.co/api/v2/pokemon/wailmer,320,2026-07-21 11:17:17.414942+00,0.0.0-dev
wailord,321,wailord,wailord,PokéAPI,https://pokeapi.co/api/v2/pokemon/wailord,321,2026-07-21 11:17:17.414942+00,0.0.0-dev
numel,322,numel,numel,PokéAPI,https://pokeapi.co/api/v2/pokemon/numel,322,2026-07-21 11:17:17.414942+00,0.0.0-dev
camerupt,323,camerupt,camerupt,PokéAPI,https://pokeapi.co/api/v2/pokemon/camerupt,323,2026-07-21 11:17:17.414942+00,0.0.0-dev
torkoal,324,torkoal,torkoal,PokéAPI,https://pokeapi.co/api/v2/pokemon/torkoal,324,2026-07-21 11:17:17.414942+00,0.0.0-dev
spoink,325,spoink,spoink,PokéAPI,https://pokeapi.co/api/v2/pokemon/spoink,325,2026-07-21 11:17:17.414942+00,0.0.0-dev
grumpig,326,grumpig,grumpig,PokéAPI,https://pokeapi.co/api/v2/pokemon/grumpig,326,2026-07-21 11:17:17.414942+00,0.0.0-dev
spinda,327,spinda,spinda,PokéAPI,https://pokeapi.co/api/v2/pokemon/spinda,327,2026-07-21 11:17:17.414942+00,0.0.0-dev
trapinch,328,trapinch,trapinch,PokéAPI,https://pokeapi.co/api/v2/pokemon/trapinch,328,2026-07-21 11:17:17.414942+00,0.0.0-dev
vibrava,329,vibrava,vibrava,PokéAPI,https://pokeapi.co/api/v2/pokemon/vibrava,329,2026-07-21 11:17:17.414942+00,0.0.0-dev
flygon,330,flygon,flygon,PokéAPI,https://pokeapi.co/api/v2/pokemon/flygon,330,2026-07-21 11:17:17.414942+00,0.0.0-dev
cacnea,331,cacnea,cacnea,PokéAPI,https://pokeapi.co/api/v2/pokemon/cacnea,331,2026-07-21 11:17:17.414942+00,0.0.0-dev
cacturne,332,cacturne,cacturne,PokéAPI,https://pokeapi.co/api/v2/pokemon/cacturne,332,2026-07-21 11:17:17.414942+00,0.0.0-dev
swablu,333,swablu,swablu,PokéAPI,https://pokeapi.co/api/v2/pokemon/swablu,333,2026-07-21 11:17:17.414942+00,0.0.0-dev
altaria,334,altaria,altaria,PokéAPI,https://pokeapi.co/api/v2/pokemon/altaria,334,2026-07-21 11:17:17.414942+00,0.0.0-dev
zangoose,335,zangoose,zangoose,PokéAPI,https://pokeapi.co/api/v2/pokemon/zangoose,335,2026-07-21 11:17:17.414942+00,0.0.0-dev
seviper,336,seviper,seviper,PokéAPI,https://pokeapi.co/api/v2/pokemon/seviper,336,2026-07-21 11:17:17.414942+00,0.0.0-dev
lunatone,337,lunatone,lunatone,PokéAPI,https://pokeapi.co/api/v2/pokemon/lunatone,337,2026-07-21 11:17:17.414942+00,0.0.0-dev
solrock,338,solrock,solrock,PokéAPI,https://pokeapi.co/api/v2/pokemon/solrock,338,2026-07-21 11:17:17.414942+00,0.0.0-dev
barboach,339,barboach,barboach,PokéAPI,https://pokeapi.co/api/v2/pokemon/barboach,339,2026-07-21 11:17:17.414942+00,0.0.0-dev
whiscash,340,whiscash,whiscash,PokéAPI,https://pokeapi.co/api/v2/pokemon/whiscash,340,2026-07-21 11:17:17.414942+00,0.0.0-dev
corphish,341,corphish,corphish,PokéAPI,https://pokeapi.co/api/v2/pokemon/corphish,341,2026-07-21 11:17:17.414942+00,0.0.0-dev
crawdaunt,342,crawdaunt,crawdaunt,PokéAPI,https://pokeapi.co/api/v2/pokemon/crawdaunt,342,2026-07-21 11:17:17.414942+00,0.0.0-dev
baltoy,343,baltoy,baltoy,PokéAPI,https://pokeapi.co/api/v2/pokemon/baltoy,343,2026-07-21 11:17:17.414942+00,0.0.0-dev
claydol,344,claydol,claydol,PokéAPI,https://pokeapi.co/api/v2/pokemon/claydol,344,2026-07-21 11:17:17.414942+00,0.0.0-dev
lileep,345,lileep,lileep,PokéAPI,https://pokeapi.co/api/v2/pokemon/lileep,345,2026-07-21 11:17:17.414942+00,0.0.0-dev
cradily,346,cradily,cradily,PokéAPI,https://pokeapi.co/api/v2/pokemon/cradily,346,2026-07-21 11:17:17.414942+00,0.0.0-dev
anorith,347,anorith,anorith,PokéAPI,https://pokeapi.co/api/v2/pokemon/anorith,347,2026-07-21 11:17:17.414942+00,0.0.0-dev
armaldo,348,armaldo,armaldo,PokéAPI,https://pokeapi.co/api/v2/pokemon/armaldo,348,2026-07-21 11:17:17.414942+00,0.0.0-dev
feebas,349,feebas,feebas,PokéAPI,https://pokeapi.co/api/v2/pokemon/feebas,349,2026-07-21 11:17:17.414942+00,0.0.0-dev
milotic,350,milotic,milotic,PokéAPI,https://pokeapi.co/api/v2/pokemon/milotic,350,2026-07-21 11:17:17.414942+00,0.0.0-dev
castform,351,castform,castform,PokéAPI,https://pokeapi.co/api/v2/pokemon/castform,351,2026-07-21 11:17:17.414942+00,0.0.0-dev
kecleon,352,kecleon,kecleon,PokéAPI,https://pokeapi.co/api/v2/pokemon/kecleon,352,2026-07-21 11:17:17.414942+00,0.0.0-dev
shuppet,353,shuppet,shuppet,PokéAPI,https://pokeapi.co/api/v2/pokemon/shuppet,353,2026-07-21 11:17:17.414942+00,0.0.0-dev
banette,354,banette,banette,PokéAPI,https://pokeapi.co/api/v2/pokemon/banette,354,2026-07-21 11:17:17.414942+00,0.0.0-dev
duskull,355,duskull,duskull,PokéAPI,https://pokeapi.co/api/v2/pokemon/duskull,355,2026-07-21 11:17:17.414942+00,0.0.0-dev
dusclops,356,dusclops,dusclops,PokéAPI,https://pokeapi.co/api/v2/pokemon/dusclops,356,2026-07-21 11:17:17.414942+00,0.0.0-dev
tropius,357,tropius,tropius,PokéAPI,https://pokeapi.co/api/v2/pokemon/tropius,357,2026-07-21 11:17:17.414942+00,0.0.0-dev
chimecho,358,chimecho,chimecho,PokéAPI,https://pokeapi.co/api/v2/pokemon/chimecho,358,2026-07-21 11:17:17.414942+00,0.0.0-dev
absol,359,absol,absol,PokéAPI,https://pokeapi.co/api/v2/pokemon/absol,359,2026-07-21 11:17:17.414942+00,0.0.0-dev
wynaut,360,wynaut,wynaut,PokéAPI,https://pokeapi.co/api/v2/pokemon/wynaut,360,2026-07-21 11:17:17.414942+00,0.0.0-dev
snorunt,361,snorunt,snorunt,PokéAPI,https://pokeapi.co/api/v2/pokemon/snorunt,361,2026-07-21 11:17:17.414942+00,0.0.0-dev
glalie,362,glalie,glalie,PokéAPI,https://pokeapi.co/api/v2/pokemon/glalie,362,2026-07-21 11:17:17.414942+00,0.0.0-dev
