pokemon_stat_delta_key,pokemon_key,pokemon_id,hp_delta,attack_delta,defense_delta,sp_attack_delta,sp_defense_delta,speed_delta,stat_total_delta,canonical_dataset_version,champions_dataset_version,source_name,source_url,extracted_at_utc,dataset_version
volcarona-delta,volcarona,637,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
chesnaught-delta,chesnaught,652,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
delphox-delta,delphox,655,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
greninja-delta,greninja,658,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
diggersby-delta,diggersby,660,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
talonflame-delta,talonflame,663,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
vivillon-delta,vivillon,666,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
pyroar-male-delta,pyroar-male,668,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
florges-delta,florges,671,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
pangoro-delta,pangoro,675,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
furfrou-delta,furfrou,676,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
meowstic-male-delta,meowstic-male,678,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
aegislash-shield-delta,aegislash-shield,681,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
aromatisse-delta,aromatisse,683,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
slurpuff-delta,slurpuff,685,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
malamar-delta,malamar,687,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
barbaracle-delta,barbaracle,689,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
dragalge-delta,dragalge,691,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
clawitzer-delta,clawitzer,693,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
heliolisk-delta,heliolisk,695,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
tyrantrum-delta,tyrantrum,697,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
aurorus-delta,aurorus,699,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
sylveon-delta,sylveon,700,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
hawlucha-delta,hawlucha,701,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
dedenne-delta,dedenne,702,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
goodra-delta,goodra,706,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
klefki-delta,klefki,707,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
trevenant-delta,trevenant,709,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
gourgeist-average-delta,gourgeist-average,711,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
avalugg-delta,avalugg,713,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
noivern-delta,noivern,715,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
decidueye-delta,decidueye,724,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
incineroar-delta,incineroar,727,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
primarina-delta,primarina,730,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
toucannon-delta,toucannon,733,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
crabominable-delta,crabominable,740,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
lycanroc-midday-delta,lycanroc-midday,745,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
toxapex-delta,toxapex,748,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
mudsdale-delta,mudsdale,750,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
araquanid-delta,araquanid,752,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
salazzle-delta,salazzle,758,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
tsareena-delta,tsareena,763,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
oranguru-delta,oranguru,765,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
passimian-delta,passimian,766,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
mimikyu-disguised-delta,mimikyu-disguised,778,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
drampa-delta,drampa,780,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
kommo-o-delta,kommo-o,784,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
corviknight-delta,corviknight,823,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
flapple-delta,flapple,841,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
appletun-delta,appletun,842,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
sandaconda-delta,sandaconda,844,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
polteageist-delta,polteageist,855,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
hatterene-delta,hatterene,858,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
grimmsnarl-delta,grimmsnarl,861,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
mr-rime-delta,mr-rime,866,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
runerigus-delta,runerigus,867,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
alcremie-delta,alcremie,869,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
falinks-delta,falinks,870,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
morpeko-full-belly-delta,morpeko-full-belly,877,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
dragapult-delta,dragapult,887,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
wyrdeer-delta,wyrdeer,899,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
kleavor-delta,kleavor,900,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
basculegion-male-delta,basculegion-male,902,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
sneasler-delta,sneasler,903,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
overqwil-delta,overqwil,904,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
meowscarada-delta,meowscarada,908,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
skeledirge-delta,skeledirge,911,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
quaquaval-delta,quaquaval,914,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
maushold-family-of-four-delta,maushold-family-of-four,925,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
garganacl-delta,garganacl,934,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
armarouge-delta,armarouge,936,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
ceruledge-delta,ceruledge,937,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
bellibolt-delta,bellibolt,939,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
scovillain-delta,scovillain,952,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
espathra-delta,espathra,956,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
tinkaton-delta,tinkaton,959,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
palafin-zero-delta,palafin-zero,964,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
orthworm-delta,orthworm,968,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
glimmora-delta,glimmora,970,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
houndstone-delta,houndstone,972,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
annihilape-delta,annihilape,979,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
farigiraf-delta,farigiraf,981,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
kingambit-delta,kingambit,983,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
gholdengo-delta,gholdengo,1000,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
sinistcha-delta,sinistcha,1013,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
archaludon-delta,archaludon,1018,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
hydrapple-delta,hydrapple,1019,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
rotom-heat-delta,rotom-heat,479,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
rotom-wash-delta,rotom-wash,479,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
rotom-frost-delta,rotom-frost,479,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
rotom-fan-delta,rotom-fan,479,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
rotom-mow-delta,rotom-mow,479,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
meowstic-female-delta,meowstic-female,678,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
aegislash-blade-delta,aegislash-blade,681,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
gourgeist-small-delta,gourgeist-small,711,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
gourgeist-large-delta,gourgeist-large,711,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
gourgeist-super-delta,gourgeist-super,711,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
venusaur-mega-delta,venusaur-mega,3,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
charizard-mega-x-delta,charizard-mega-x,6,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
charizard-mega-y-delta,charizard-mega-y,6,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
blastoise-mega-delta,blastoise-mega,9,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
alakazam-mega-delta,alakazam-mega,65,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
gengar-mega-delta,gengar-mega,94,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
kangaskhan-mega-delta,kangaskhan-mega,115,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
pinsir-mega-delta,pinsir-mega,127,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
gyarados-mega-delta,gyarados-mega,130,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
aerodactyl-mega-delta,aerodactyl-mega,142,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
ampharos-mega-delta,ampharos-mega,181,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
scizor-mega-delta,scizor-mega,212,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
heracross-mega-delta,heracross-mega,214,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
houndoom-mega-delta,houndoom-mega,229,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
tyranitar-mega-delta,tyranitar-mega,248,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
blaziken-mega-delta,blaziken-mega,257,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
gardevoir-mega-delta,gardevoir-mega,282,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
mawile-mega-delta,mawile-mega,303,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
aggron-mega-delta,aggron-mega,306,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
medicham-mega-delta,medicham-mega,308,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
manectric-mega-delta,manectric-mega,310,0,0,0,0,0,0,0,0.0.0-dev,0.0.0-dev,derived: pokemon_stat_canonical vs pokemon_stat_champions,internal://pokemon_stat_delta,2026-07-21 11:19:05.199378+00,0.0.0-dev
