pokemon_id,pokemon_name,form_name,is_legal,hp,attack,defense,sp_attack,sp_defense,speed,stat_total,regulation_code,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
398,Staraptor (Female),Staraptor (Female),True,85,120,70,50,60,100,485,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/staraptor-female,staraptor-female,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Staraptor,Mega Staraptor,True,85,140,100,60,90,110,585,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-staraptor,mega-staraptor,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
405,Luxray,Luxray,True,80,120,79,95,79,70,523,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/luxray,luxray,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
407,Roserade,Roserade,True,60,70,65,125,105,90,515,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/roserade,roserade,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
409,Rampardos,Rampardos,True,97,165,60,65,50,58,495,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/rampardos,rampardos,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
411,Bastiodon,Bastiodon,True,60,52,168,47,138,30,495,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/bastiodon,bastiodon,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
428,Lopunny,Lopunny,True,65,76,84,54,96,105,480,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/lopunny,lopunny,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Lopunny,Mega Lopunny,True,65,136,94,54,96,135,580,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-lopunny,mega-lopunny,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
442,Spiritomb,Spiritomb,True,50,92,108,92,108,35,485,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/spiritomb,spiritomb,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
445,Garchomp,Garchomp,True,108,130,95,80,85,102,600,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/garchomp,garchomp,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Garchomp,Mega Garchomp,True,108,170,115,120,95,92,700,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-garchomp,mega-garchomp,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
448,Lucario,Lucario,True,70,110,70,115,70,90,525,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/lucario,lucario,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Lucario,Mega Lucario,True,70,145,88,140,70,112,625,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-lucario,mega-lucario,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
450,Hippowdon,Hippowdon,True,108,112,118,68,72,47,525,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/hippowdon,hippowdon,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
454,Toxicroak,Toxicroak,True,83,106,65,86,65,85,490,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/toxicroak,toxicroak,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
460,Abomasnow,Abomasnow,True,90,92,75,92,85,60,494,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/abomasnow,abomasnow,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Abomasnow,Mega Abomasnow,True,90,132,105,132,105,30,594,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-abomasnow,mega-abomasnow,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
461,Weavile,Weavile,True,70,120,65,45,85,125,510,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/weavile,weavile,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
464,Rhyperior,Rhyperior,True,115,140,130,55,55,40,535,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/rhyperior,rhyperior,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
470,Leafeon,Leafeon,True,65,110,130,60,65,95,525,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/leafeon,leafeon,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
471,Glaceon,Glaceon,True,65,60,110,130,95,65,525,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/glaceon,glaceon,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
472,Gliscor,Gliscor,True,75,95,125,45,75,95,510,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/gliscor,gliscor,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
473,Mamoswine,Mamoswine,True,110,130,80,70,60,80,530,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mamoswine,mamoswine,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
475,Gallade,Gallade,True,68,125,65,65,115,80,518,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/gallade,gallade,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Gallade,Mega Gallade,True,68,165,95,65,115,110,618,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-gallade,mega-gallade,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
478,Froslass,Froslass,True,70,80,70,80,70,110,480,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/froslass,froslass,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Froslass,Mega Froslass,True,70,80,70,140,100,120,580,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-froslass,mega-froslass,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
479,Rotom,Rotom,True,50,50,77,95,77,91,440,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/rotom,rotom,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Heat Rotom,Heat Rotom,True,50,65,107,105,107,86,520,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/rotom-heat,rotom-heat,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Wash Rotom,Wash Rotom,True,50,65,107,105,107,86,520,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/rotom-wash,rotom-wash,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Frost Rotom,Frost Rotom,True,50,65,107,105,107,86,520,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/rotom-frost,rotom-frost,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Fan Rotom,Fan Rotom,True,50,65,107,105,107,86,520,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/rotom-fan,rotom-fan,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Mow Rotom,Mow Rotom,True,50,65,107,105,107,86,520,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/rotom-mow,rotom-mow,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
497,Serperior,Serperior,True,75,75,95,75,95,113,528,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/serperior,serperior,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
500,Emboar,Emboar,True,110,123,65,100,65,65,528,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/emboar,emboar,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Emboar,Mega Emboar,True,110,148,75,110,110,75,628,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-emboar,mega-emboar,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
503,Samurott,Samurott,True,95,100,85,108,70,70,528,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/samurott,samurott,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Samurott,Samurott,True,90,108,80,100,65,85,528,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/samurott-hisui,samurott-hisui,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
505,Watchog,Watchog,True,60,85,69,60,69,77,420,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/watchog,watchog,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
510,Liepard,Liepard,True,64,88,50,88,50,106,446,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/liepard,liepard,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
512,Simisage,Simisage,True,75,98,63,98,63,101,498,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/simisage,simisage,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
514,Simisear,Simisear,True,75,98,63,98,63,101,498,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/simisear,simisear,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
516,Simipour,Simipour,True,75,98,63,98,63,101,498,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/simipour,simipour,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
518,Musharna,Musharna,True,116,55,85,107,95,29,487,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/musharna,musharna,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
530,Excadrill,Excadrill,True,110,135,60,50,65,88,508,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/excadrill,excadrill,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Excadrill,Mega Excadrill,True,110,165,100,65,65,103,608,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-excadrill,mega-excadrill,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
531,Audino,Audino,True,103,60,86,60,86,50,445,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/audino,audino,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Audino,Mega Audino,True,103,60,126,80,126,50,545,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-audino,mega-audino,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
534,Conkeldurr,Conkeldurr,True,105,140,95,55,65,45,505,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/conkeldurr,conkeldurr,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
545,Scolipede,Scolipede,True,60,100,89,55,69,112,485,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/scolipede,scolipede,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Scolipede,Mega Scolipede,True,60,140,149,75,99,62,585,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-scolipede,mega-scolipede,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
547,Whimsicott,Whimsicott,True,60,67,85,77,75,116,480,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/whimsicott,whimsicott,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
553,Krookodile,Krookodile,True,95,117,80,65,70,92,519,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/krookodile,krookodile,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
560,Scrafty,Scrafty,True,65,90,115,45,115,58,488,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/scrafty,scrafty,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Scrafty,Mega Scrafty,True,65,130,135,55,135,68,588,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-scrafty,mega-scrafty,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
563,Cofagrigus,Cofagrigus,True,58,50,145,95,105,30,483,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/cofagrigus,cofagrigus,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
569,Garbodor,Garbodor,True,80,95,82,60,82,75,474,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/garbodor,garbodor,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
571,Zoroark,Zoroark,True,60,105,60,120,60,105,510,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/zoroark,zoroark,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Zoroark,Zoroark,True,55,100,60,125,60,110,510,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/zoroark-hisui,zoroark-hisui,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
579,Reuniclus,Reuniclus,True,110,65,75,125,85,30,490,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/reuniclus,reuniclus,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
584,Vanilluxe,Vanilluxe,True,71,95,85,110,95,79,535,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/vanilluxe,vanilluxe,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
587,Emolga,Emolga,True,55,75,60,75,60,103,428,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/emolga,emolga,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
604,Eelektross,Eelektross,True,85,115,80,105,80,50,515,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/eelektross,eelektross,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Eelektross,Mega Eelektross,True,85,145,80,135,90,80,615,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-eelektross,mega-eelektross,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
609,Chandelure,Chandelure,True,60,55,90,145,90,80,520,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/chandelure,chandelure,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Chandelure,Mega Chandelure,True,60,75,110,175,110,90,620,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-chandelure,mega-chandelure,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
614,Beartic,Beartic,True,95,130,80,70,80,50,505,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/beartic,beartic,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
618,Stunfisk,Stunfisk,True,109,66,84,81,99,32,471,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/stunfisk,stunfisk,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Galarian Stunfisk,Galarian Stunfisk,True,109,81,99,66,84,32,471,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/stunfisk-galarian,stunfisk-galarian,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
623,Golurk,Golurk,True,89,124,80,55,80,55,483,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/golurk,golurk,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Golurk,Mega Golurk,True,89,159,105,70,105,55,583,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-golurk,mega-golurk,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
635,Hydreigon,Hydreigon,True,92,105,90,125,90,98,600,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/hydreigon,hydreigon,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
637,Volcarona,Volcarona,True,85,60,65,135,105,100,550,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/volcarona,volcarona,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
652,Chesnaught,Chesnaught,True,88,107,122,74,75,64,530,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/chesnaught,chesnaught,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Chesnaught,Mega Chesnaught,True,88,137,172,74,115,44,630,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-chesnaught,mega-chesnaught,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
655,Delphox,Delphox,True,75,69,72,114,100,104,534,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/delphox,delphox,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Delphox,Mega Delphox,True,75,69,72,159,125,134,634,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-delphox,mega-delphox,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
658,Greninja,Greninja,True,72,95,67,103,71,122,530,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/greninja,greninja,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Greninja,Mega Greninja,True,72,125,77,133,81,142,630,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-greninja,mega-greninja,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
660,Diggersby,Diggersby,True,85,56,77,50,77,78,423,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/diggersby,diggersby,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
663,Talonflame,Talonflame,True,78,81,71,74,69,126,499,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/talonflame,talonflame,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
666,Vivillon,Vivillon,True,80,52,50,90,50,89,411,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/vivillon,vivillon,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
668,Pyroar,Pyroar,True,86,68,72,109,66,106,507,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/pyroar,pyroar,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
668,Pyroar (Female),Pyroar (Female),True,86,68,72,109,66,106,507,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/pyroar-female,pyroar-female,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Pyroar,Mega Pyroar,True,86,88,92,129,86,126,607,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-pyroar,mega-pyroar,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
670,Floette,Floette,True,74,65,67,125,128,92,551,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/floette-eternal-flower,floette-eternal-flower,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Floette,Mega Floette,True,74,85,87,155,148,102,651,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-floette,mega-floette,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
671,Florges,Florges,True,78,65,68,112,154,75,552,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/florges,florges,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
675,Pangoro,Pangoro,True,95,124,78,69,71,58,495,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/pangoro,pangoro,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
676,Furfrou,Furfrou,True,75,80,60,65,90,102,472,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/furfrou,furfrou,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
678,Meowstic (Male),Meowstic (Male),True,74,48,76,83,81,104,466,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/meowstic-male,meowstic-male,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Meowstic (Female),Meowstic (Female),True,74,48,76,83,81,104,466,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/meowstic-female,meowstic-female,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Meowstic Male,Mega Meowstic,True,74,48,76,143,101,124,566,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-meowstic,mega-meowstic,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
681,Aegislash (Shield Forme),Aegislash (Shield Forme),True,60,50,140,50,140,60,500,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/aegislash,aegislash,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Aegislash (Blade Forme),Aegislash (Blade Forme),True,60,140,50,140,50,60,500,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/aegislash-blade,aegislash-blade,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
683,Aromatisse,Aromatisse,True,101,72,72,99,89,29,462,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/aromatisse,aromatisse,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
685,Slurpuff,Slurpuff,True,82,80,86,85,75,72,480,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/slurpuff,slurpuff,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
687,Malamar,Malamar,True,86,92,88,68,75,73,482,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/malamar,malamar,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Malamar,Mega Malamar,True,86,102,88,98,120,88,582,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-malamar,mega-malamar,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
689,Barbaracle,Barbaracle,True,72,105,115,54,86,68,500,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/barbaracle,barbaracle,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Barbaracle,Mega Barbaracle,True,72,140,130,64,106,88,600,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-barbaracle,mega-barbaracle,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
691,Dragalge,Dragalge,True,65,75,90,97,123,44,494,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/dragalge,dragalge,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Dragalge,Mega Dragalge,True,65,85,105,132,163,44,594,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-dragalge,mega-dragalge,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
693,Clawitzer,Clawitzer,True,71,73,88,120,89,59,500,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/clawitzer,clawitzer,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
695,Heliolisk,Heliolisk,True,62,55,52,109,94,109,481,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/heliolisk,heliolisk,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
697,Tyrantrum,Tyrantrum,True,82,121,119,69,59,71,521,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/tyrantrum,tyrantrum,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
699,Aurorus,Aurorus,True,123,77,72,99,92,58,521,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/aurorus,aurorus,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
700,Sylveon,Sylveon,True,95,65,65,110,130,60,525,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/sylveon,sylveon,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
701,Hawlucha,Hawlucha,True,78,92,75,74,63,118,500,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/hawlucha,hawlucha,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Hawlucha,Mega Hawlucha,True,78,137,100,74,93,118,600,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-hawlucha,mega-hawlucha,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
702,Dedenne,Dedenne,True,67,58,57,81,67,101,431,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/dedenne,dedenne,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
706,Goodra,Goodra,True,90,100,70,110,150,80,600,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/goodra,goodra,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Goodra,Goodra,True,80,100,100,110,150,60,600,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/goodra-hisui,goodra-hisui,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
707,Klefki,Klefki,True,57,80,91,80,87,75,470,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/klefki,klefki,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
709,Trevenant,Trevenant,True,85,110,76,65,82,56,474,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/trevenant,trevenant,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Gourgeist (Small Size),Gourgeist (Small Size),True,55,85,122,58,75,99,494,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/gourgeist-small,gourgeist-small,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
711,Gourgeist (Average Size),Gourgeist (Average Size),True,65,90,122,58,75,84,494,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/gourgeist-average,gourgeist-average,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Gourgeist (Large Size),Gourgeist (Large Size),True,75,95,122,58,75,69,494,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/gourgeist-large,gourgeist-large,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Gourgeist (Super Size),Gourgeist (Super Size),True,85,100,122,58,75,54,494,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/gourgeist-super,gourgeist-super,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
713,Avalugg,Avalugg,True,95,117,184,44,46,28,514,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/avalugg,avalugg,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Avalugg,Avalugg,True,95,127,184,34,36,38,514,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/avalugg-hisui,avalugg-hisui,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
715,Noivern,Noivern,True,85,70,80,97,80,123,535,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/noivern,noivern,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
724,Decidueye,Decidueye,True,78,107,75,100,100,70,530,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/decidueye,decidueye,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Decidueye,Decidueye,True,88,112,80,95,95,60,530,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/decidueye-hisui,decidueye-hisui,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
727,Incineroar,Incineroar,True,95,115,90,80,90,60,530,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/incineroar,incineroar,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
730,Primarina,Primarina,True,80,74,74,126,116,60,530,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/primarina,primarina,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
733,Toucannon,Toucannon,True,80,120,75,75,75,60,485,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/toucannon,toucannon,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
740,Crabominable,Crabominable,True,97,132,77,62,67,43,478,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/crabominable,crabominable,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
,Crabominable,Mega Crabominable,True,97,157,122,62,107,33,578,,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-crabominable,mega-crabominable,2026-07-18T17:06:37.536825+00:00,0.0.0-dev
