pokemon_stat_champions_key,pokemon_key,pokemon_id,hp,attack,defense,sp_attack,sp_defense,speed,stat_total,is_legal,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
charizard-mega-x-champions,charizard-mega-x,6,78,130,111,130,85,100,634,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-charizard-x,mega-charizard-x,2026-07-18 17:06:37.536825+00,0.0.0-dev
charizard-mega-y-champions,charizard-mega-y,6,78,104,78,159,115,100,634,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-charizard-y,mega-charizard-y,2026-07-18 17:06:37.536825+00,0.0.0-dev
alakazam-mega-champions,alakazam-mega,65,55,50,65,175,105,150,600,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-alakazam,mega-alakazam,2026-07-18 17:06:37.536825+00,0.0.0-dev
aerodactyl-mega-champions,aerodactyl-mega,142,80,135,85,70,95,150,615,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-aerodactyl,mega-aerodactyl,2026-07-18 17:06:37.536825+00,0.0.0-dev
gardevoir-mega-champions,gardevoir-mega,282,68,85,65,165,135,100,618,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-gardevoir,mega-gardevoir,2026-07-18 17:06:37.536825+00,0.0.0-dev
mawile-mega-champions,mawile-mega,303,50,105,125,55,95,50,480,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-mawile,mega-mawile,2026-07-18 17:06:37.536825+00,0.0.0-dev
medicham-mega-champions,medicham-mega,308,60,100,85,80,85,100,510,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-medicham,mega-medicham,2026-07-18 17:06:37.536825+00,0.0.0-dev
garchomp-mega-champions,garchomp-mega,445,108,170,115,120,95,92,700,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-garchomp,mega-garchomp,2026-07-18 17:06:37.536825+00,0.0.0-dev
altaria-mega-champions,altaria-mega,334,75,110,110,110,105,80,590,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-altaria,mega-altaria,2026-07-18 17:06:37.536825+00,0.0.0-dev
metagross-mega-champions,metagross-mega,376,80,145,150,105,110,110,700,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-metagross,mega-metagross,2026-07-18 17:06:37.536825+00,0.0.0-dev
lycanroc-dusk-champions,lycanroc-dusk,745,75,117,65,55,65,110,487,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/lycanroc-dusk,lycanroc-dusk,2026-07-18 17:06:37.536825+00,0.0.0-dev
slowbro-galar-champions,slowbro-galar,80,95,100,95,100,70,30,490,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/slowbro-galarian,slowbro-galarian,2026-07-18 17:06:37.536825+00,0.0.0-dev
arcanine-hisui-champions,arcanine-hisui,59,95,115,80,95,80,90,555,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/arcanine-hisui,arcanine-hisui,2026-07-18 17:06:37.536825+00,0.0.0-dev
tauros-paldea-blaze-breed-champions,tauros-paldea-blaze-breed,128,75,110,105,30,70,100,490,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/tauros-paldean-blaze,tauros-paldean-blaze,2026-07-18 17:06:37.536825+00,0.0.0-dev
clefable-mega-champions,clefable-mega,36,95,80,93,135,110,70,583,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-clefable,mega-clefable,2026-07-18 17:06:37.536825+00,0.0.0-dev
starmie-mega-champions,starmie-mega,121,60,100,105,130,105,120,620,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-starmie,mega-starmie,2026-07-18 17:06:37.536825+00,0.0.0-dev
dragonite-mega-champions,dragonite-mega,149,91,124,115,145,125,100,700,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-dragonite,mega-dragonite,2026-07-18 17:06:37.536825+00,0.0.0-dev
eelektross-mega-champions,eelektross-mega,604,85,145,80,135,90,80,615,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-eelektross,mega-eelektross,2026-07-18 17:06:37.536825+00,0.0.0-dev
chesnaught-mega-champions,chesnaught-mega,652,88,137,172,74,115,44,630,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-chesnaught,mega-chesnaught,2026-07-18 17:06:37.536825+00,0.0.0-dev
drampa-mega-champions,drampa-mega,780,78,85,110,160,116,36,585,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-drampa,mega-drampa,2026-07-18 17:06:37.536825+00,0.0.0-dev
raichu-mega-x-champions,raichu-mega-x,26,60,135,95,90,95,110,585,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-raichu-x,mega-raichu-x,2026-07-18 17:06:37.536825+00,0.0.0-dev
raichu-champions,raichu,26,60,90,55,90,80,110,485,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/raichu,raichu,2026-07-18 17:06:37.536825+00,0.0.0-dev
alakazam-champions,alakazam,65,55,50,45,135,95,120,500,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/alakazam,alakazam,2026-07-18 17:06:37.536825+00,0.0.0-dev
gyarados-champions,gyarados,130,95,125,79,60,100,81,540,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/gyarados,gyarados,2026-07-18 17:06:37.536825+00,0.0.0-dev
dragonite-champions,dragonite,149,91,134,95,100,100,80,600,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/dragonite,dragonite,2026-07-18 17:06:37.536825+00,0.0.0-dev
espeon-champions,espeon,196,65,65,60,130,95,110,525,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/espeon,espeon,2026-07-18 17:06:37.536825+00,0.0.0-dev
umbreon-champions,umbreon,197,95,65,110,60,130,65,525,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/umbreon,umbreon,2026-07-18 17:06:37.536825+00,0.0.0-dev
slowking-champions,slowking,199,95,75,80,100,110,30,490,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/slowking,slowking,2026-07-18 17:06:37.536825+00,0.0.0-dev
tyranitar-champions,tyranitar,248,100,134,110,95,100,61,600,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/tyranitar,tyranitar,2026-07-18 17:06:37.536825+00,0.0.0-dev
sceptile-champions,sceptile,254,70,85,65,105,85,120,530,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/sceptile,sceptile,2026-07-18 17:06:37.536825+00,0.0.0-dev
torkoal-champions,torkoal,324,70,85,140,85,70,20,470,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/torkoal,torkoal,2026-07-18 17:06:37.536825+00,0.0.0-dev
castform-champions,castform,351,70,70,70,70,70,70,420,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/castform,castform,2026-07-18 17:06:37.536825+00,0.0.0-dev
chimecho-champions,chimecho,358,75,50,80,95,90,65,455,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/chimecho,chimecho,2026-07-18 17:06:37.536825+00,0.0.0-dev
absol-champions,absol,359,65,130,60,75,60,75,465,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/absol,absol,2026-07-18 17:06:37.536825+00,0.0.0-dev
staraptor-champions,staraptor,398,85,120,70,50,60,100,485,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/staraptor,staraptor,2026-07-18 17:06:37.536825+00,0.0.0-dev
luxray-champions,luxray,405,80,120,79,95,79,70,523,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/luxray,luxray,2026-07-18 17:06:37.536825+00,0.0.0-dev
toxicroak-champions,toxicroak,454,83,106,65,86,65,85,490,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/toxicroak,toxicroak,2026-07-18 17:06:37.536825+00,0.0.0-dev
gliscor-champions,gliscor,472,75,95,125,45,75,95,510,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/gliscor,gliscor,2026-07-18 17:06:37.536825+00,0.0.0-dev
gallade-champions,gallade,475,68,125,65,65,115,80,518,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/gallade,gallade,2026-07-18 17:06:37.536825+00,0.0.0-dev
froslass-champions,froslass,478,70,80,70,80,70,110,480,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/froslass,froslass,2026-07-18 17:06:37.536825+00,0.0.0-dev
simisear-champions,simisear,514,75,98,63,98,63,101,498,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/simisear,simisear,2026-07-18 17:06:37.536825+00,0.0.0-dev
garbodor-champions,garbodor,569,80,95,82,60,82,75,474,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/garbodor,garbodor,2026-07-18 17:06:37.536825+00,0.0.0-dev
volcarona-champions,volcarona,637,85,60,65,135,105,100,550,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/volcarona,volcarona,2026-07-18 17:06:37.536825+00,0.0.0-dev
aromatisse-champions,aromatisse,683,101,72,72,99,89,29,462,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/aromatisse,aromatisse,2026-07-18 17:06:37.536825+00,0.0.0-dev
slurpuff-champions,slurpuff,685,82,80,86,85,75,72,480,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/slurpuff,slurpuff,2026-07-18 17:06:37.536825+00,0.0.0-dev
noivern-champions,noivern,715,85,70,80,97,80,123,535,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/noivern,noivern,2026-07-18 17:06:37.536825+00,0.0.0-dev
incineroar-champions,incineroar,727,95,115,90,80,90,60,530,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/incineroar,incineroar,2026-07-18 17:06:37.536825+00,0.0.0-dev
primarina-champions,primarina,730,80,74,74,126,116,60,530,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/primarina,primarina,2026-07-18 17:06:37.536825+00,0.0.0-dev
salazzle-champions,salazzle,758,68,64,60,111,60,117,480,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/salazzle,salazzle,2026-07-18 17:06:37.536825+00,0.0.0-dev
mimikyu-disguised-champions,mimikyu-disguised,778,55,90,80,50,105,96,476,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mimikyu,mimikyu,2026-07-18 17:06:37.536825+00,0.0.0-dev
drampa-champions,drampa,780,78,60,85,135,91,36,485,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/drampa,drampa,2026-07-18 17:06:37.536825+00,0.0.0-dev
kommo-o-champions,kommo-o,784,75,110,125,100,105,85,600,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/kommo-o,kommo-o,2026-07-18 17:06:37.536825+00,0.0.0-dev
appletun-champions,appletun,842,110,85,80,100,80,30,485,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/appletun,appletun,2026-07-18 17:06:37.536825+00,0.0.0-dev
hatterene-champions,hatterene,858,57,90,95,136,103,29,510,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/hatterene,hatterene,2026-07-18 17:06:37.536825+00,0.0.0-dev
mr-rime-champions,mr-rime,866,80,85,75,110,100,70,520,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mr.-rime,mr.-rime,2026-07-18 17:06:37.536825+00,0.0.0-dev
falinks-champions,falinks,870,65,100,100,70,60,75,470,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/falinks,falinks,2026-07-18 17:06:37.536825+00,0.0.0-dev
basculegion-male-champions,basculegion-male,902,120,112,65,80,75,78,530,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/basculegion-male,basculegion-male,2026-07-18 17:06:37.536825+00,0.0.0-dev
overqwil-champions,overqwil,904,85,115,95,65,65,85,510,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/overqwil,overqwil,2026-07-18 17:06:37.536825+00,0.0.0-dev
meowscarada-champions,meowscarada,908,76,110,70,81,70,123,530,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/meowscarada,meowscarada,2026-07-18 17:06:37.536825+00,0.0.0-dev
bellibolt-champions,bellibolt,939,109,64,91,103,83,45,495,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/bellibolt,bellibolt,2026-07-18 17:06:37.536825+00,0.0.0-dev
orthworm-champions,orthworm,968,70,85,145,60,55,65,480,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/orthworm,orthworm,2026-07-18 17:06:37.536825+00,0.0.0-dev
glimmora-champions,glimmora,970,83,55,90,130,81,86,525,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/glimmora,glimmora,2026-07-18 17:06:37.536825+00,0.0.0-dev
sinistcha-champions,sinistcha,1013,71,60,106,121,80,70,508,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/sinistcha,sinistcha,2026-07-18 17:06:37.536825+00,0.0.0-dev
archaludon-champions,archaludon,1018,90,105,130,125,65,85,600,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/archaludon,archaludon,2026-07-18 17:06:37.536825+00,0.0.0-dev
hydrapple-champions,hydrapple,1019,106,80,110,120,80,44,540,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/hydrapple,hydrapple,2026-07-18 17:06:37.536825+00,0.0.0-dev
rotom-fan-champions,rotom-fan,479,50,65,107,105,107,86,520,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/rotom-fan,rotom-fan,2026-07-18 17:06:37.536825+00,0.0.0-dev
rotom-mow-champions,rotom-mow,479,50,65,107,105,107,86,520,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/rotom-mow,rotom-mow,2026-07-18 17:06:37.536825+00,0.0.0-dev
gyarados-mega-champions,gyarados-mega,130,95,155,109,70,130,81,640,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-gyarados,mega-gyarados,2026-07-18 17:06:37.536825+00,0.0.0-dev
scizor-mega-champions,scizor-mega,212,70,150,140,65,100,75,600,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-scizor,mega-scizor,2026-07-18 17:06:37.536825+00,0.0.0-dev
absol-mega-champions,absol-mega,359,65,150,60,115,60,115,565,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-absol,mega-absol,2026-07-18 17:06:37.536825+00,0.0.0-dev
lucario-mega-champions,lucario-mega,448,70,145,88,140,70,112,625,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-lucario,mega-lucario,2026-07-18 17:06:37.536825+00,0.0.0-dev
swampert-mega-champions,swampert-mega,260,100,150,110,95,110,70,635,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-swampert,mega-swampert,2026-07-18 17:06:37.536825+00,0.0.0-dev
sharpedo-mega-champions,sharpedo-mega,319,70,140,70,110,65,105,560,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-sharpedo,mega-sharpedo,2026-07-18 17:06:37.536825+00,0.0.0-dev
beedrill-mega-champions,beedrill-mega,15,65,150,40,15,80,145,495,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-beedrill,mega-beedrill,2026-07-18 17:06:37.536825+00,0.0.0-dev
ninetales-alola-champions,ninetales-alola,38,73,67,75,81,100,109,505,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/ninetales-alolan,ninetales-alolan,2026-07-18 17:06:37.536825+00,0.0.0-dev
slowking-galar-champions,slowking-galar,199,95,65,80,110,110,30,490,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/slowking-galarian,slowking-galarian,2026-07-18 17:06:37.536825+00,0.0.0-dev
typhlosion-hisui-champions,typhlosion-hisui,157,73,84,78,119,85,95,534,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/typhlosion-hisui,typhlosion-hisui,2026-07-18 17:06:37.536825+00,0.0.0-dev
samurott-hisui-champions,samurott-hisui,503,90,108,80,100,65,85,528,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/samurott-hisui,samurott-hisui,2026-07-18 17:06:37.536825+00,0.0.0-dev
zoroark-hisui-champions,zoroark-hisui,571,55,100,60,125,60,110,510,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/zoroark-hisui,zoroark-hisui,2026-07-18 17:06:37.536825+00,0.0.0-dev
decidueye-hisui-champions,decidueye-hisui,724,88,112,80,95,95,60,530,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/decidueye-hisui,decidueye-hisui,2026-07-18 17:06:37.536825+00,0.0.0-dev
tauros-paldea-combat-breed-champions,tauros-paldea-combat-breed,128,75,110,105,30,70,100,490,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/tauros-paldean-combat,tauros-paldean-combat,2026-07-18 17:06:37.536825+00,0.0.0-dev
meganium-mega-champions,meganium-mega,154,80,92,115,143,115,80,625,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-meganium,mega-meganium,2026-07-18 17:06:37.536825+00,0.0.0-dev
skarmory-mega-champions,skarmory-mega,227,65,140,110,40,100,110,565,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-skarmory,mega-skarmory,2026-07-18 17:06:37.536825+00,0.0.0-dev
scolipede-mega-champions,scolipede-mega,545,60,140,149,75,99,62,585,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-scolipede,mega-scolipede,2026-07-18 17:06:37.536825+00,0.0.0-dev
scrafty-mega-champions,scrafty-mega,560,65,130,135,55,135,68,588,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-scrafty,mega-scrafty,2026-07-18 17:06:37.536825+00,0.0.0-dev
greninja-mega-champions,greninja-mega,658,72,125,77,133,81,142,630,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-greninja,mega-greninja,2026-07-18 17:06:37.536825+00,0.0.0-dev
pyroar-mega-champions,pyroar-mega,668,86,88,92,129,86,126,607,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-pyroar,mega-pyroar,2026-07-18 17:06:37.536825+00,0.0.0-dev
floette-mega-champions,floette-mega,670,74,85,87,155,148,102,651,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-floette,mega-floette,2026-07-18 17:06:37.536825+00,0.0.0-dev
malamar-mega-champions,malamar-mega,687,86,102,88,98,120,88,582,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-malamar,mega-malamar,2026-07-18 17:06:37.536825+00,0.0.0-dev
dragalge-mega-champions,dragalge-mega,691,65,85,105,132,163,44,594,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/mega-dragalge,mega-dragalge,2026-07-18 17:06:37.536825+00,0.0.0-dev
venusaur-champions,venusaur,3,80,82,83,100,100,80,525,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/venusaur,venusaur,2026-07-18 17:06:37.536825+00,0.0.0-dev
blastoise-champions,blastoise,9,79,83,100,85,105,78,530,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/blastoise,blastoise,2026-07-18 17:06:37.536825+00,0.0.0-dev
pikachu-champions,pikachu,25,35,55,40,50,50,90,320,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/pikachu,pikachu,2026-07-18 17:06:37.536825+00,0.0.0-dev
vileplume-champions,vileplume,45,75,80,85,110,90,50,490,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/vileplume,vileplume,2026-07-18 17:06:37.536825+00,0.0.0-dev
slowbro-champions,slowbro,80,95,75,110,100,80,30,490,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/slowbro,slowbro,2026-07-18 17:06:37.536825+00,0.0.0-dev
tauros-champions,tauros,128,75,100,95,40,70,110,490,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/tauros,tauros,2026-07-18 17:06:37.536825+00,0.0.0-dev
ditto-champions,ditto,132,48,48,48,48,48,48,288,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/ditto,ditto,2026-07-18 17:06:37.536825+00,0.0.0-dev
aerodactyl-champions,aerodactyl,142,80,105,65,60,75,130,515,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/aerodactyl,aerodactyl,2026-07-18 17:06:37.536825+00,0.0.0-dev
typhlosion-champions,typhlosion,157,78,84,78,109,85,100,534,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/typhlosion,typhlosion,2026-07-18 17:06:37.536825+00,0.0.0-dev
ariados-champions,ariados,168,70,90,70,60,70,40,400,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/ariados,ariados,2026-07-18 17:06:37.536825+00,0.0.0-dev
ampharos-champions,ampharos,181,90,75,85,115,90,55,510,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/ampharos,ampharos,2026-07-18 17:06:37.536825+00,0.0.0-dev
steelix-champions,steelix,208,75,85,200,55,65,30,510,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/steelix,steelix,2026-07-18 17:06:37.536825+00,0.0.0-dev
scizor-champions,scizor,212,70,130,100,55,80,65,500,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/scizor,scizor,2026-07-18 17:06:37.536825+00,0.0.0-dev
heracross-champions,heracross,214,80,125,75,40,95,85,500,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/heracross,heracross,2026-07-18 17:06:37.536825+00,0.0.0-dev
pelipper-champions,pelipper,279,60,50,100,95,70,65,440,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/pelipper,pelipper,2026-07-18 17:06:37.536825+00,0.0.0-dev
gardevoir-champions,gardevoir,282,68,65,65,125,115,80,518,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/gardevoir,gardevoir,2026-07-18 17:06:37.536825+00,0.0.0-dev
sableye-champions,sableye,302,50,75,75,65,65,50,380,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/sableye,sableye,2026-07-18 17:06:37.536825+00,0.0.0-dev
medicham-champions,medicham,308,60,60,75,60,75,80,410,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/medicham,medicham,2026-07-18 17:06:37.536825+00,0.0.0-dev
altaria-champions,altaria,334,75,70,90,70,105,80,490,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/altaria,altaria,2026-07-18 17:06:37.536825+00,0.0.0-dev
metagross-champions,metagross,376,80,135,130,95,90,70,600,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/metagross,metagross,2026-07-18 17:06:37.536825+00,0.0.0-dev
torterra-champions,torterra,389,95,109,105,75,85,56,525,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/torterra,torterra,2026-07-18 17:06:37.536825+00,0.0.0-dev
roserade-champions,roserade,407,60,70,65,125,105,90,515,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/roserade,roserade,2026-07-18 17:06:37.536825+00,0.0.0-dev
rampardos-champions,rampardos,409,97,165,60,65,50,58,495,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/rampardos,rampardos,2026-07-18 17:06:37.536825+00,0.0.0-dev
bastiodon-champions,bastiodon,411,60,52,168,47,138,30,495,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/bastiodon,bastiodon,2026-07-18 17:06:37.536825+00,0.0.0-dev
spiritomb-champions,spiritomb,442,50,92,108,92,108,35,485,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/spiritomb,spiritomb,2026-07-18 17:06:37.536825+00,0.0.0-dev
lucario-champions,lucario,448,70,110,70,115,70,90,525,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/lucario,lucario,2026-07-18 17:06:37.536825+00,0.0.0-dev
abomasnow-champions,abomasnow,460,90,92,75,92,85,60,494,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/abomasnow,abomasnow,2026-07-18 17:06:37.536825+00,0.0.0-dev
rhyperior-champions,rhyperior,464,115,140,130,55,55,40,535,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/rhyperior,rhyperior,2026-07-18 17:06:37.536825+00,0.0.0-dev
glaceon-champions,glaceon,471,65,60,110,130,95,65,525,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/glaceon,glaceon,2026-07-18 17:06:37.536825+00,0.0.0-dev
serperior-champions,serperior,497,75,75,95,75,95,113,528,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/serperior,serperior,2026-07-18 17:06:37.536825+00,0.0.0-dev
watchog-champions,watchog,505,60,85,69,60,69,77,420,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/watchog,watchog,2026-07-18 17:06:37.536825+00,0.0.0-dev
simipour-champions,simipour,516,75,98,63,98,63,101,498,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/simipour,simipour,2026-07-18 17:06:37.536825+00,0.0.0-dev
scolipede-champions,scolipede,545,60,100,89,55,69,112,485,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/scolipede,scolipede,2026-07-18 17:06:37.536825+00,0.0.0-dev
scrafty-champions,scrafty,560,65,90,115,45,115,58,488,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/scrafty,scrafty,2026-07-18 17:06:37.536825+00,0.0.0-dev
vanilluxe-champions,vanilluxe,584,71,95,85,110,95,79,535,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/vanilluxe,vanilluxe,2026-07-18 17:06:37.536825+00,0.0.0-dev
emolga-champions,emolga,587,55,75,60,75,60,103,428,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/emolga,emolga,2026-07-18 17:06:37.536825+00,0.0.0-dev
eelektross-champions,eelektross,604,85,115,80,105,80,50,515,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/eelektross,eelektross,2026-07-18 17:06:37.536825+00,0.0.0-dev
golurk-champions,golurk,623,89,124,80,55,80,55,483,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/golurk,golurk,2026-07-18 17:06:37.536825+00,0.0.0-dev
hydreigon-champions,hydreigon,635,92,105,90,125,90,98,600,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/hydreigon,hydreigon,2026-07-18 17:06:37.536825+00,0.0.0-dev
chesnaught-champions,chesnaught,652,88,107,122,74,75,64,530,true,OP.GG Pokémon Champions,https://op.gg/pokemon-champions/pokedex/chesnaught,chesnaught,2026-07-18 17:06:37.536825+00,0.0.0-dev
